plan_Info_PID,plan_Solutions_1_M1,Donor,plan_Solutions_1_M2,Acceptor,DA,Identifier,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,Layer thickness [nm],features_D.1.c_UV,features_D.1a.w_UV,features_D.1a.c_UV,features_D.2.a_UV,features_A.0.a_UV,features_A.1.w_UV,features_A.1.c_UV,features_A.1a.w_UV,features_A.1a.c_UV,features_D_UV,features_A_UV,features_Dtot_UV,features_XamD_UV,features_Atot_UV,features_XamA_UV,features_atot_UV,features_XD_UV,features_XA_UV,featuresFixed_D.1a.a,featuresFixed_A.1a.a,featuresFixed_A.2.a,FF_IV,JSC_IV,PCE_IV,VOC_IV,RelativeAbsorbedPhotons,EQE_CorrFactor,Corr_JSC_IV,CorrEQE_JSC_IV,Corr_VOC_IV,Deg_JSC_IV,Deg_VOC_IV,Deg_FF_IV,Deg_PCE_IV,DiffDeg_JSC_IV,DiffDeg_VOC_IV,DiffDeg_FF_IV,DiffDeg_PCE_IV,Retained_JSC_IV,Retained_VOC_IV,Retained_FF_IV,Retained_PCE_IV,date_IV,pos_IV,sigp_IV,xpos_IV,ypos_IV,EnergyLevel_HOMO_Acceptor,EnergyLevel_HOMO_Donor,EnergyLevel_LUMO_Acceptor,EnergyLevel_LUMO_Donor,EnergyLevel_Offset,BandGapDonor,BandGapAcceptor,LUMOAcceptrCalc,LUMODonorCalc,Offset,,offset - voc,plan2_Solutions_1_M1,plan2_Solutions_1_M2,plan2_Solutions_1_S1,FitSessionName,Overall_FitSessionName,FOM_UV,date_UV,name_UV,pos_UV,res_UV,xpos_UV,ypos_UV,PseudoFeature_M1,PseudoFeature_M2,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127,Paper_PID,featuresDeg_D.1.c_UV,featuresDeg_D.1a.w_UV,featuresDeg_D.1a.c_UV,featuresDeg_D.2.a_UV,featuresDeg_A.0.a_UV,featuresDeg_A.1.w_UV,featuresDeg_A.1.c_UV,featuresDeg_A.1a.w_UV,featuresDeg_A.1a.c_UV,featuresDeg_D_UV,featuresDeg_A_UV,featuresDeg_Dtot_UV,featuresDeg_XamD_UV,featuresDeg_Atot_UV,featuresDeg_XamA_UV,featuresDeg_atot_UV,featuresDeg_XD_UV,featuresDeg_XA_UV,FeaturesChange_D.1a.w_UV,FeaturesChange_D.1a.c_UV,FeaturesChange_D.2.a_UV,FeaturesChange_A.0.a_UV,FeaturesChange_A.1.w_UV,FeaturesChange_A.1.c_UV,FeaturesChange_A.1a.w_UV,FeaturesChange_A.1a.c_UV,FeaturesChange_D_UV,FeaturesChange_A_UV,FeaturesChange_Dtot_UV,FeaturesChange_XamD_UV,FeaturesChange_Atot_UV,FeaturesChange_XamA_UV,FeaturesChange_atot_UV,FeaturesChange_XD_UV,FeaturesChange_XA_UV
25364,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25364_B-3,CF,0,18,2000,143.1057667,1.90409,0.10207,2.07759,0.7058,0.02271,0.0558,1.53655,0.06957,1.68903,0.14318,0.22092,0.27205,0.47368,0.29161,0.24242,0.56366,0.48264,0.51736,0.9,0.32,0.39,55.96893525,15.63363731,7.66150008,0.875601976,1.12707191,1,17.62023346,17.62023346,0.875601976,10.6337,0.8805,47.93,4.4882,4.99993731,-0.004898024,8.03893525,3.17330008,0.680180804,1.005593893,0.856367908,0.585812172,16.11.2023 18:06,B-3,1.20E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.080709922,0.308955988,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.347995212,25.10.2023 15:20,25364_188902_OD_x3y2,x3y2,0.011661297,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,57,1.893759362,0.104201166,2.072972902,0.720226608,0.009259819,0.0561327,1.532927174,0.068930563,1.685064839,0.159555352,0.240576927,0.303155169,0.473684211,0.317561543,0.242424242,0.620716712,0.488395371,0.511604629,-0.01033,0.00213,-0.00462,0.01443,-0.01345,0.00033,-0.00362,-0.00064,-0.00397,0.01637,0.01966,0.03111,0,0.02595,0,0.05706,0.00575
25364,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25364_B-1,CF,0,18,2000,148.9779651,1.90571,0.10082,2.07782,0.7357,0.01894,0.0559,1.53702,0.06955,1.68969,0.14703,0.22937,0.27937,0.47368,0.30277,0.24242,0.58213,0.4799,0.5201,0.9,0.32,0.39,55.17077213,15.63901227,7.532592567,0.873023823,1.112046616,1,17.39131067,17.39131067,0.873023823,10.5923,0.8821,43.21,4.0379,5.04671227,-0.009076177,11.96077213,3.494692567,0.677299808,1.010396254,0.783204554,0.536057136,16.11.2023 18:06,B-1,1.29E-05,0.6,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.077527842,0.311534141,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.383865721,25.10.2023 15:20,25364_188902_OD_x1y2,x1y2,0.011520809,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,57,1.894148899,0.10447404,2.073353335,0.712242722,0.013492003,0.056172396,1.533006619,0.068987225,1.685154785,0.151013329,0.232274697,0.286925325,0.473684211,0.306602601,0.242424242,0.593527926,0.483423463,0.516576537,-0.01156,0.00365,-0.00447,-0.02345,-0.00545,0.00027,-0.00401,-0.00056,-0.00454,0.00398,0.00291,0.00756,0,0.00384,0,0.0114,0.00352
25364,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25364_A-2,CF,0,18,2000,144.7164819,1.90483,0.10143,2.07879,0.72301,0.02082,0.05624,1.5369,0.06963,1.68979,0.14318,0.22445,0.27205,0.47368,0.29627,0.24242,0.56832,0.47869,0.52131,0.9,0.32,0.39,55.417195,15.44173883,7.504832209,0.877001314,1.122592496,1,17.33478014,17.33478014,0.877001314,10.8069,0.8786,47.48,4.5077,4.63483883,-0.001598686,7.937195,2.997132209,0.69984994,1.0018229,0.856773787,0.600639678,16.11.2023 18:06,A-2,1.41E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.082437052,0.30755665,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.366168342,25.10.2023 15:20,25364_188902_OD_x2y1,x2y1,0.011696694,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,57,1.895278958,0.10360899,2.074083713,0.720138901,0.020366379,0.057250593,1.532458613,0.069704386,1.68636163,0.140341301,0.220444779,0.266648472,0.473684211,0.290987109,0.242424242,0.557635581,0.478143665,0.521856335,-0.00955,0.00217,-0.00471,-0.00287,-0.00046,0.00101,-0.00444,0.00008,-0.00343,-0.00284,-0.004,-0.0054,0,-0.00528,0,-0.01068,-0.00055
25365,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25365_B-3,CF,0,15.5,2000,116.7220348,1.9105,0.09783,2.08155,0.77988,0.03711,0.06052,1.53442,0.07302,1.69471,0.10773,0.19788,0.20469,0.47368,0.2612,0.24242,0.46589,0.43936,0.56064,0.9,0.32,0.39,54.85430391,18.79161591,8.858274607,0.859358356,1.210699195,1,22.75099425,22.75099425,0.859358356,12.6673,0.8667,49.89,5.4778,6.12431591,-0.007341644,4.96430391,3.380474607,0.674093173,1.008543169,0.909500193,0.618382275,16.11.2023 18:08,B-3,2.71E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.060661267,0.325199608,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.16070777,25.10.2023 15:26,25365_188905_OD_x3y2,x3y2,0.012592151,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,58,1.900302292,0.100518637,2.077625693,0.716648292,0.041588906,0.061167432,1.529232296,0.074079676,1.690174369,0.099871474,0.181763427,0.189755801,0.473684211,0.239927724,0.242424242,0.429683524,0.441617586,0.558382414,-0.0102,0.00269,-0.00392,-0.06323,0.00448,0.00064,-0.00519,0.00106,-0.00453,-0.00786,-0.01611,-0.01493,0,-0.02127,0,-0.0362,0.00226
25365,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25365_B-1,CF,0,15.5,2000,104.0239455,1.90863,0.09612,2.08036,0.80542,0.03867,0.06178,1.53191,0.07427,1.69532,0.0967,0.18316,0.18372,0.47368,0.24177,0.24242,0.42549,0.43179,0.56821,0.9,0.32,0.39,55.01328109,18.54209378,8.758984083,0.858672227,1.265392931,1,23.4630344,23.4630344,0.858672227,12.5884,0.8667,50.66,5.5277,5.95369378,-0.008027773,4.35328109,3.231284083,0.678909305,1.009349054,0.920868543,0.631089171,16.11.2023 18:08,B-1,9.15E-06,0.6,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.059814414,0.325885737,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.16708772,25.10.2023 15:26,25365_188905_OD_x1y2,x1y2,0.011805566,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,58,1.900108277,0.101115041,2.076915455,0.741831674,0.033585141,0.059334347,1.531914249,0.071685741,1.689345817,0.117929917,0.201153102,0.224066842,0.473684211,0.265522095,0.242424242,0.489588937,0.457663205,0.542336795,-0.00852,0.005,-0.00345,-0.06359,-0.00508,-0.00245,0,-0.00259,-0.00597,0.02123,0.018,0.04034,0,0.02375,0,0.0641,0.02587
25365,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25365_A-3,CF,0,15.5,2000,119.0637071,1.9091,0.09882,2.08004,0.73563,0.03794,0.05884,1.53433,0.0729,1.6923,0.11468,0.19737,0.21789,0.47368,0.26053,0.24242,0.47842,0.45543,0.54457,0.9,0.32,0.39,55.72082649,17.86573136,8.611506519,0.865049154,1.202769048,1,21.4883487,21.4883487,0.865049154,11.7458,0.8671,49.66,5.0577,6.11993136,-0.002050846,6.06082649,3.553806519,0.657448596,1.002370786,0.891228704,0.587318838,16.11.2023 18:08,A-3,2.23E-06,1.4,1.4,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.067685123,0.31950881,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.173603617,25.10.2023 15:26,25365_188905_OD_x3y1,x3y1,0.012818346,1.4,1.4,2,5,0,1,0,0,0,0,0,0,0,1,58,1.899634712,0.100546015,2.076502628,0.746192901,0.036571942,0.060327197,1.530644668,0.072686987,1.689768314,0.111268441,0.195559506,0.211410037,0.473684211,0.258138548,0.242424242,0.469548585,0.450241027,0.549758973,-0.00947,0.00173,-0.00353,0.01056,-0.00136,0.00149,-0.00369,-0.00021,-0.00253,-0.00341,-0.00181,-0.00648,0,-0.00239,0,-0.00887,-0.00519
25365,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25365_A-1,CF,0,15.5,2000,118.9773467,1.90792,0.1001,2.08046,0.71128,0.03847,0.05876,1.53454,0.07239,1.69157,0.11432,0.19716,0.21721,0.47368,0.26024,0.24242,0.47746,0.45494,0.54506,0.9,0.32,0.39,55.53109647,17.78036874,8.542989733,0.865232596,1.203086961,1,21.39132979,21.39132979,0.865232596,11.6778,0.8739,49.44,5.0454,6.10256874,-0.008667404,6.09109647,3.497589733,0.65678053,1.010017427,0.890311972,0.590589496,16.11.2023 18:08,A-1,5.53E-06,0.6,1.4,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.067911536,0.319325368,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.17174763,25.10.2023 15:26,25365_188905_OD_x1y1,x1y1,0.013131845,0.6,1.4,2,5,0,1,0,0,0,0,0,0,0,1,58,1.900372254,0.100565386,2.077240493,0.745229123,0.037660574,0.060521462,1.53059061,0.072852154,1.690123279,0.108514156,0.192703706,0.206176897,0.473684211,0.254368892,0.242424242,0.460545788,0.447679475,0.552320525,-0.00755,0.00047,-0.00322,0.03395,-0.00081,0.00176,-0.00395,0.00046,-0.00144,-0.00581,-0.00445,-0.01104,0,-0.00588,0,-0.01691,-0.00726
25366,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25366_B-3,CF,0,13,2000,94.99897016,1.91275,0.0969,2.08329,0.72417,0.04483,0.06091,1.5318,0.07562,1.69297,0.09026,0.17177,0.17149,0.47368,0.22674,0.24242,0.39823,0.43064,0.56936,0.9,0.32,0.39,55.80286379,19.0629177,9.099213182,0.85537781,1.313904568,1,25.04685464,25.04685464,0.85537781,15.1667,0.8257,44.81,5.6118,3.8962177,0.02967781,10.99286379,3.487413182,0.79561273,0.965304442,0.803005383,0.616734644,16.11.2023 18:11,B-3,3.42E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.055748287,0.329180154,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.110739609,25.10.2023 15:32,25366_188910_OD_x3y2,x3y2,0.011740511,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,59,1.902734806,0.099501656,2.079302749,0.7085301,0.049687086,0.062739716,1.527160479,0.075990794,1.691052759,0.08529391,0.166273792,0.162058428,0.473684211,0.219481405,0.242424242,0.381539833,0.424748385,0.575251615,-0.01002,0.0026,-0.00399,-0.01564,0.00486,0.00183,-0.00464,0.00037,-0.00192,-0.00497,-0.0055,-0.00943,0,-0.00725,0,-0.01669,-0.00589
25366,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25366_B-2,CF,0,13,2000,81.94798354,1.91038,0.09654,2.08188,0.74165,0.04496,0.0621,1.5288,0.07679,1.69292,0.0782,0.15635,0.14857,0.47368,0.20638,0.24242,0.35495,0.41856,0.58144,0.9,0.32,0.39,55.45374777,18.95602133,8.986435608,0.854888304,1.394868953,1,26.44116562,26.44116562,0.854888304,14.8131,0.8613,52.72,6.7256,4.14292133,-0.006411696,2.73374777,2.260835608,0.781445628,1.007500039,0.9507022,0.748416869,16.11.2023 18:11,B-2,4.32E-06,1,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.055144115,0.32966966,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.098330754,25.10.2023 15:32,25366_188910_OD_x2y2,x2y2,0.010270621,1,0.6,2,5,0,1,0,0,0,0,0,0,0,1,59,1.902380489,0.098243743,2.079026311,0.739682552,0.047831989,0.063310666,1.526720764,0.0760217,1.691893888,0.080768604,0.161767239,0.153460347,0.473684211,0.213532755,0.242424242,0.366993103,0.41788385,0.58211615,-0.008,0.0017,-0.00286,-0.00197,0.00287,0.00121,-0.00208,-0.00077,-0.00103,0.00257,0.00542,0.00489,0,0.00715,0,0.01204,-0.00068
25366,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25366_A-2,CF,0,13,2000,82.55219588,1.90999,0.096,2.08148,0.76833,0.04452,0.06191,1.52939,0.0762,1.69298,0.07814,0.15677,0.14847,0.47368,0.20694,0.24242,0.35541,0.41774,0.58226,0.9,0.32,0.39,55.33825981,18.56660067,8.741513886,0.850802499,1.389807641,1,25.80400347,25.80400347,0.850802499,14.9906,0.8644,54.51,7.0631,3.57600067,-0.013597501,0.82825981,1.678413886,0.807396048,1.015981971,0.985032782,0.807995056,16.11.2023 18:11,A-2,3.13E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.050101219,0.333755465,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.113262154,25.10.2023 15:32,25366_188910_OD_x2y1,x2y1,0.010665797,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,59,1.901415777,0.099774288,2.078302117,0.701344767,0.049453309,0.062937895,1.525572211,0.076764252,1.690162788,0.07885375,0.156932575,0.149822125,0.473684211,0.207150999,0.242424242,0.356973124,0.419712496,0.580287504,-0.00858,0.00378,-0.00318,-0.06699,0.00494,0.00103,-0.00381,0.00056,-0.00282,0.00071,0.00016,0.00135,0,0.00021,0,0.00156,0.00197
25367,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25367_A-2,CF,0,13,1000,106.6905567,1.90818,0.09631,2.08071,0.77812,0.03672,0.06069,1.53227,0.07384,1.69372,0.09867,0.18639,0.18748,0.47368,0.24603,0.24242,0.43351,0.43247,0.56753,0.9,0.32,0.39,54.33472655,17.85654004,8.376811534,0.863383902,1.254316865,1,22.39775932,22.39775932,0.863383902,13.5689,0.8701,50.12,5.9174,4.28764004,-0.006716098,4.21472655,2.459411534,0.759884052,1.007778808,0.922430335,0.706402427,16.11.2023 18:14,A-2,2.65E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.065629789,0.321174062,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.189826876,25.10.2023 15:37,25367_188916_OD_x2y1,x2y1,0.012161794,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,60,1.899623681,0.100677426,2.076462854,0.756918456,0.036312195,0.059946718,1.531227884,0.072184833,1.689662103,0.113238475,0.197064414,0.215153103,0.473684211,0.260125026,0.242424242,0.475278128,0.452582236,0.547417764,-0.00856,0.00437,-0.00424,-0.0212,-0.00041,-0.00074,-0.00104,-0.00165,-0.00406,0.01457,0.01068,0.02767,0,0.0141,0,0.04177,0.02011
25367,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25367_B-2,CF,0,13,1000,123.913249,1.90777,0.09867,2.08038,0.74991,0.03403,0.05852,1.53501,0.07194,1.69231,0.11719,0.20463,0.22266,0.47368,0.27011,0.24242,0.49277,0.45185,0.54815,0.9,0.32,0.39,55.16270359,17.46282979,8.340194172,0.865796842,1.185243248,1,20.6977011,20.6977011,0.865796842,13.3588,0.8763,50.15,5.8709,4.10402979,-0.010503158,5.01270359,2.469294172,0.764984837,1.012131204,0.909128754,0.703928455,16.11.2023 18:14,B-2,2.72E-06,1,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.068607955,0.318761122,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.226343929,25.10.2023 15:37,25367_188916_OD_x2y2,x2y2,0.012545015,1,0.6,2,5,0,1,0,0,0,0,0,0,0,1,60,1.899635789,0.101262589,2.077496942,0.749001851,0.027393345,0.05877031,1.53297086,0.071105888,1.688876657,0.126197439,0.213269953,0.239775134,0.473684211,0.281516338,0.242424242,0.521291472,0.459836435,0.540163565,-0.00813,0.00259,-0.00288,-0.00091,-0.00663,0.00025,-0.00204,-0.00084,-0.00343,0.00901,0.00864,0.01712,0,0.0114,0,0.02852,0.00799
25367,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25367_A-1,CF,0,13,1000,130.5546144,1.90774,0.09897,2.08023,0.75253,0.03276,0.05854,1.53541,0.07174,1.69248,0.12245,0.21351,0.23266,0.47368,0.28184,0.24242,0.5145,0.45221,0.54779,0.9,0.32,0.39,55.24373189,16.86442248,8.105640189,0.870027217,1.163223206,1,19.61708759,19.61708759,0.870027217,11.2799,0.8768,37.22,3.6812,5.58452248,-0.006772783,18.02373189,4.424440189,0.668857769,1.007784565,0.673741594,0.4541529,16.11.2023 18:14,A-1,1.47E-06,0.6,1.4,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.073829287,0.314530747,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.222706497,25.10.2023 15:37,25367_188916_OD_x1y1,x1y1,0.012390483,0.6,1.4,2,5,0,1,0,0,0,0,0,0,0,1,60,1.898736405,0.10193737,2.075760655,0.735917175,0.035532019,0.058874021,1.531598219,0.071627553,1.688109149,0.116744511,0.196852585,0.221814571,0.473684211,0.259845413,0.242424242,0.481659984,0.46052107,0.53947893,-0.00901,0.00297,-0.00447,-0.01661,0.00277,0.00034,-0.00381,-0.00011,-0.00437,-0.00571,-0.01666,-0.01085,0,-0.02199,0,-0.03284,0.00831
25367,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25367_B-3,CF,0,13,1000,134.2721512,1.90478,0.10095,2.07812,0.72915,0.0298,0.05718,1.53562,0.07088,1.69049,0.12936,0.21473,0.24578,0.47368,0.28345,0.24242,0.52923,0.46441,0.53559,0.9,0.32,0.39,54.46274293,16.26706864,7.698013754,0.868900153,1.152038669,1,18.7402921,18.7402921,0.868900153,12.545,0.8821,48.35,5.35,3.72206864,-0.013199847,6.11274293,2.348013754,0.771189959,1.015191443,0.887762852,0.694984469,16.11.2023 18:14,B-3,1.15E-05,1.4,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.07243821,0.315657811,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.26466812,25.10.2023 15:37,25367_188916_OD_x3y2,x3y2,0.011706727,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,60,1.8990391,0.101882176,2.07751334,0.735474844,0.024197497,0.057919099,1.533543317,0.070757035,1.687659706,0.130470364,0.215061732,0.247893691,0.473684211,0.283881486,0.242424242,0.531775176,0.466162585,0.533837415,-0.00574,0.00093,-0.00061,0.00633,-0.0056,0.00074,-0.00207,-0.00012,-0.00283,0.00111,0.00033,0.00211,0,0.00043,0,0.00254,0.00175
25368,PTVT-T_321032,PTVT-T,PY-IT_321127,PY-IT,PTVT-T-PY-IT,25368_B-3,CF,2,13,1000,131.582552,1.90154,0.10069,2.07801,0.73798,0.03028,0.05914,1.53215,0.07197,1.68919,0.12442,0.21424,0.23639,0.47368,0.2828,0.24242,0.51919,0.45531,0.54469,0.9,0.32,0.39,54.33520864,16.88105699,7.93870645,0.86550338,1.161017485,1,19.59920233,19.59920233,0.86550338,11.9089,0.6657,36.36,2.8831,4.97215699,0.19980338,17.97520864,5.05560645,0.70545938,0.769147776,0.669179357,0.363169997,16.11.2023 18:16,B-3,2.62E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,1.823529412,1.454557964,4.025442036,3.386470588,1.184557964,1.06824575,0.319054584,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWDonorWH2-AddInt-NewPTQ10BTP4F12-NoBG-ZnOCorr,0.217345021,25.10.2023 15:43,25368_188922_OD_x3y2,x3y2,0.011540736,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,61,1.896583414,0.102408185,2.075145573,0.749084759,0.025527594,0.057783968,1.532315376,0.07028565,1.687184917,0.131634773,0.215549105,0.250106069,0.473684211,0.284524819,0.242424242,0.534630888,0.467810736,0.532189264,-0.00496,0.00172,-0.00287,0.0111,-0.00475,-0.00136,0.00016,-0.00168,-0.002,0.00722,0.00131,0.01372,0,0.00172,0,0.01544,0.01251
