plan_Info_PID,plan_Solutions_1_M1,plan_Solutions_1_M2,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,features_A.1.c_UV,features_A.1.w_UV,features_A.1a.c_UV,features_A.1a.w_UV,features_A_UV,features_Atot_UV,features_D.1.c_UV,features_D.1a.c_UV,features_D_UV,features_Dtot_UV,features_XA_UV,features_XD_UV,features_XamA_UV,features_XamD_UV,features_atot_UV,FF_IV,JSC_IV,PCE_IV,VOC_IV,date_IV,pos_IV,sigp_IV,xpos_IV,ypos_IV,EnergyLevel_HOMO_Acceptor,EnergyLevel_HOMO_Donor,EnergyLevel_LUMO_Acceptor,EnergyLevel_LUMO_Donor,EnergyLevel_Offset,plan2_Solutions_1_M1,plan2_Solutions_1_M2,plan2_Solutions_1_S1,FitSessionName,Overall_FitSessionName,FOM_UV,date_UV,name_UV,pos_UV,res_UV,xpos_UV,ypos_UV,PseudoFeature_M1,PseudoFeature_M2,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127,Paper_PID
25346,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,2,13,3000,1.490905237,0.076425957,1.680539967,0.107480574,0.170554809,0.262313296,1.903083776,2.070273856,0.094205537,0.17899052,0.594405229,0.405594771,0.349804941,0.473684211,0.441303816,54.05775539,23.65953085,9.716169575,0.759680447,31.10.2023 10:04,A-1,5.18E-05,0.6,1.4,5.53,5.21,3.77,3.2,1.44,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:BTP-4F-12 (Y12),Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.08825046,25.10.2023 11:56,25346_188613_OD_x1y1,x1y1,0.007261235,0.6,1.4,2,1,0,1,0,0,0,1,0,0,0,0,39
25347,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,1,13,2000,1.499412783,0.069325757,1.679270424,0.097678798,0.212659001,0.327069544,1.901616528,2.068632476,0.136675647,0.259683729,0.557422615,0.442577385,0.349804941,0.473684211,0.586753273,68.02968305,23.32462614,12.55461306,0.791207131,31.10.2023 10:06,A-1,3.29E-06,0.6,1.4,5.53,5.21,3.77,3.2,1.44,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:BTP-4F-12 (Y12),Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.067494269,25.10.2023 12:02,25347_188618_OD_x1y1,x1y1,0.008388963,0.6,1.4,2,1,0,1,0,0,0,1,0,0,0,0,40
25347,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,1,13,2000,1.499261717,0.069585743,1.67943238,0.098080439,0.209838914,0.322732249,1.901973417,2.068723397,0.134052279,0.25469933,0.55890994,0.44109006,0.349804941,0.473684211,0.577431579,67.71104017,22.85983246,12.217798,0.789333276,31.10.2023 10:06,B-3,2.39E-06,1.4,0.6,5.53,5.21,3.77,3.2,1.44,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:BTP-4F-12 (Y12),Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.06824722,25.10.2023 12:02,25347_188618_OD_x3y2,x3y2,0.008303688,1.4,0.6,2,1,0,1,0,0,0,1,0,0,0,0,40
25347,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,1,13,2000,1.499320827,0.069498588,1.679441811,0.097899005,0.211625648,0.325480246,1.901829444,2.068749701,0.135361324,0.257186516,0.55860445,0.44139555,0.349804941,0.473684211,0.582666762,66.63196807,23.00199745,12.11451279,0.790419709,31.10.2023 10:06,B-1,9.44E-05,0.6,0.6,5.53,5.21,3.77,3.2,1.44,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:BTP-4F-12 (Y12),Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.068654751,25.10.2023 12:02,25347_188618_OD_x1y2,x1y2,0.008410274,0.6,0.6,2,1,0,1,0,0,0,1,0,0,0,0,40
25347,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,1,13,2000,1.499352908,0.069406991,1.679370234,0.097762356,0.212795593,0.327279621,1.901721814,2.068711191,0.1358806,0.258173141,0.55901969,0.44098031,0.349804941,0.473684211,0.585452762,66.24480529,23.05260392,12.05080311,0.789122042,31.10.2023 10:06,A-2,8.75E-06,1,1.4,5.53,5.21,3.77,3.2,1.44,PTVT-T_321032,BTP-4F-12 (Y12)_321125,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:BTP-4F-12 (Y12),Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.068804457,25.10.2023 12:02,25347_188618_OD_x2y1,x2y1,0.008465937,1,1.4,2,1,0,1,0,0,0,1,0,0,0,0,40
25364,PTVT-T_321032,PY-IT_321127,CF,0,18,2000,1.535308745,0.05922137,1.694448694,0.074226594,0.208176483,0.274792957,1.904735757,2.068777134,0.119156978,0.226398258,0.548279676,0.451720324,0.242424242,0.473684211,0.501191215,56.37384929,16.03516975,7.92884396,0.877119203,16.11.2023 18:06,A-1,1.26E-06,0.6,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.211276614,25.10.2023 15:20,25364_188902_OD_x1y1,x1y1,0.01276064,0.6,1.4,2,5,0,1,0,0,0,0,0,0,0,1,57
25364,PTVT-T_321032,PY-IT_321127,CF,0,18,2000,1.536878767,0.057216599,1.693282001,0.071944228,0.224692757,0.29659444,1.904145386,2.069292441,0.134453062,0.255460818,0.537254986,0.462745014,0.242424242,0.473684211,0.552055258,55.96893525,15.63363731,7.66150008,0.875601976,16.11.2023 18:06,B-3,1.20E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.201742533,25.10.2023 15:20,25364_188902_OD_x3y2,x3y2,0.014482305,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,57
25364,PTVT-T_321032,PY-IT_321127,CF,0,18,2000,1.537405372,0.057169714,1.693847373,0.071745706,0.23300832,0.307570983,1.906027481,2.07120479,0.139094282,0.264279135,0.537852443,0.462147557,0.242424242,0.473684211,0.571850118,55.17077213,15.63901227,7.532592567,0.873023823,16.11.2023 18:06,B-1,1.29E-05,0.6,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.195162953,25.10.2023 15:20,25364_188902_OD_x1y2,x1y2,0.014768699,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,57
25364,PTVT-T_321032,PY-IT_321127,CF,0,18,2000,1.537262156,0.057614766,1.694010016,0.071952024,0.228185751,0.301205191,1.905158253,2.071458225,0.134955144,0.256414773,0.540162136,0.459837864,0.242424242,0.473684211,0.557619965,55.417195,15.44173883,7.504832209,0.877001314,16.11.2023 18:06,A-2,1.41E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.199105345,25.10.2023 15:20,25364_188902_OD_x2y1,x2y1,0.01449209,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,57
25365,PTVT-T_321032,PY-IT_321127,CF,0,15.5,2000,1.534140739,0.063546266,1.699444218,0.077543252,0.203006543,0.267968636,1.913637692,2.078981368,0.101904831,0.193619179,0.580536634,0.419463366,0.242424242,0.473684211,0.461587815,54.85430391,18.79161591,8.858274607,0.859358356,16.11.2023 18:08,B-3,2.71E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.204563496,25.10.2023 15:26,25365_188905_OD_x3y2,x3y2,0.011119969,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,58
25365,PTVT-T_321032,PY-IT_321127,CF,0,15.5,2000,1.531518134,0.06540151,1.70088385,0.079665539,0.188732169,0.249126464,1.913454736,2.080007769,0.091531592,0.173910025,0.588900652,0.411099348,0.242424242,0.473684211,0.423036488,55.01328109,18.54209378,8.758984083,0.858672227,16.11.2023 18:08,B-1,9.15E-06,0.6,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.216646959,25.10.2023 15:26,25365_188905_OD_x1y2,x1y2,0.010740812,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,58
25365,PTVT-T_321032,PY-IT_321127,CF,0,15.5,2000,1.534160148,0.061595603,1.697047738,0.077156137,0.20229098,0.267024094,1.911092831,2.07481651,0.107685764,0.204602952,0.566176381,0.433823619,0.242424242,0.473684211,0.471627046,55.72082649,17.86573136,8.611506519,0.865049154,16.11.2023 18:08,A-3,2.23E-06,1.4,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.214685423,25.10.2023 15:26,25365_188905_OD_x3y1,x3y1,0.011683464,1.4,1.4,2,5,0,1,0,0,0,0,0,0,0,1,58
25365,PTVT-T_321032,PY-IT_321127,CF,0,15.5,2000,1.534351187,0.061527428,1.696175141,0.076622702,0.20204649,0.266701367,1.90954043,2.073757349,0.106756437,0.20283723,0.568007334,0.431992666,0.242424242,0.473684211,0.469538597,55.53109647,17.78036874,8.542989733,0.865232596,16.11.2023 18:08,A-1,5.53E-06,0.6,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.21965663,25.10.2023 15:26,25365_188905_OD_x1y1,x1y1,0.011780714,0.6,1.4,2,5,0,1,0,0,0,0,0,0,0,1,58
25366,PTVT-T_321032,PY-IT_321127,CF,0,13,2000,1.531161835,0.06488963,1.697861353,0.081790551,0.177117121,0.2337946,1.916162855,2.078690803,0.083967903,0.159539015,0.594392625,0.405607375,0.242424242,0.473684211,0.393333615,55.80286379,19.0629177,9.099213182,0.85537781,16.11.2023 18:11,B-3,3.42E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.231157782,25.10.2023 15:32,25366_188910_OD_x3y2,x3y2,0.010234969,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,59
25366,PTVT-T_321032,PY-IT_321127,CF,0,13,2000,1.527975907,0.066618012,1.698416637,0.083781071,0.161829039,0.213614332,1.915197887,2.079023086,0.072638379,0.138012921,0.607502207,0.392497793,0.242424242,0.473684211,0.351627253,55.45374777,18.95602133,8.986435608,0.854888304,16.11.2023 18:11,B-2,4.32E-06,1,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.216562278,25.10.2023 15:32,25366_188910_OD_x2y2,x2y2,0.009125743,1,0.6,2,5,0,1,0,0,0,0,0,0,0,1,59
25366,PTVT-T_321032,PY-IT_321127,CF,0,13,2000,1.528620786,0.066284104,1.69841502,0.082913817,0.162133274,0.214015921,1.915111031,2.079895065,0.073065716,0.13882486,0.606550978,0.393449022,0.242424242,0.473684211,0.352840782,55.33825981,18.56660067,8.741513886,0.850802499,16.11.2023 18:11,A-2,3.13E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.221282565,25.10.2023 15:32,25366_188910_OD_x2y1,x2y1,0.009481255,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,59
25367,PTVT-T_321032,PY-IT_321127,CF,0,13,1000,1.531973705,0.06383049,1.698763056,0.07856668,0.191449917,0.25271389,1.911921892,2.078483547,0.093153649,0.176991932,0.588109066,0.411890934,0.242424242,0.473684211,0.429705822,54.33472655,17.85654004,8.376811534,0.863383902,16.11.2023 18:14,A-2,2.65E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.216972558,25.10.2023 15:37,25367_188916_OD_x2y1,x2y1,0.011300254,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,60
25367,PTVT-T_321032,PY-IT_321127,CF,0,13,1000,1.534972964,0.060912331,1.696889238,0.075622127,0.20926473,0.276229444,1.909776053,2.075685909,0.110523384,0.20999443,0.568111644,0.431888356,0.242424242,0.473684211,0.486223873,55.16270359,17.46282979,8.340194172,0.865796842,16.11.2023 18:14,B-2,2.72E-06,1,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.215984992,25.10.2023 15:37,25367_188916_OD_x2y2,x2y2,0.012540132,1,0.6,2,5,0,1,0,0,0,0,0,0,0,1,60
25367,PTVT-T_321032,PY-IT_321127,CF,0,13,1000,1.535412931,0.060840764,1.697018713,0.075295317,0.218226515,0.288059,1.909681464,2.075575328,0.115595141,0.219630769,0.567391777,0.432608223,0.242424242,0.473684211,0.507689768,55.24373189,16.86442248,8.105640189,0.870027217,16.11.2023 18:14,A-1,1.47E-06,0.6,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.208568562,25.10.2023 15:37,25367_188916_OD_x1y1,x1y1,0.012563419,0.6,1.4,2,5,0,1,0,0,0,0,0,0,0,1,60
25367,PTVT-T_321032,PY-IT_321127,CF,0,13,1000,1.535768604,0.059114045,1.694995281,0.073932354,0.219087496,0.289195495,1.905884253,2.071736703,0.121714263,0.231257099,0.555661549,0.444338451,0.242424242,0.473684211,0.520452594,54.46274293,16.26706864,7.698013754,0.868900153,16.11.2023 18:14,B-3,1.15E-05,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.209548184,25.10.2023 15:37,25367_188916_OD_x3y2,x3y2,0.013294667,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,60
25368,PTVT-T_321032,PY-IT_321127,CF,2,13,1000,1.532188229,0.061547577,1.694092908,0.075684492,0.219280584,0.289450371,1.903594709,2.072634048,0.116902325,0.222114418,0.56581371,0.43418629,0.242424242,0.473684211,0.511564789,54.33520864,16.88105699,7.93870645,0.86550338,16.11.2023 18:16,B-3,2.62E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.192320376,25.10.2023 15:43,25368_188922_OD_x3y2,x3y2,0.011854305,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,61
25368,PTVT-T_321032,PY-IT_321127,CF,2,13,1000,1.532122442,0.061593418,1.694429109,0.075409945,0.220152858,0.290601772,1.903274167,2.073012493,0.117507498,0.223264247,0.565520508,0.434479492,0.242424242,0.473684211,0.513866019,53.87166398,16.97656965,7.89657884,0.863433005,16.11.2023 18:16,A-2,2.97E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.204362445,25.10.2023 15:43,25368_188922_OD_x2y1,x2y1,0.012319724,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,61
25368,PTVT-T_321032,PY-IT_321127,CF,2,13,1000,1.532023819,0.060473831,1.692418471,0.074977877,0.215963998,0.285072477,1.900757352,2.069417641,0.118607634,0.225354504,0.558498057,0.441501943,0.242424242,0.473684211,0.510426981,55.09498964,16.43554871,7.855373879,0.867502124,16.11.2023 18:16,B-1,2.37E-06,0.6,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.209400331,25.10.2023 15:43,25368_188922_OD_x1y2,x1y2,0.01245703,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,61
25368,PTVT-T_321032,PY-IT_321127,CF,2,13,1000,1.533378618,0.058886097,1.691699521,0.073060294,0.229242585,0.302600212,1.899995954,2.069184813,0.131605785,0.250050991,0.547542845,0.452457155,0.242424242,0.473684211,0.552651203,54.16970059,16.57866709,7.769183994,0.865106074,16.11.2023 18:16,B-2,2.35E-06,1,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.196022706,25.10.2023 15:43,25368_188922_OD_x2y2,x2y2,0.013525644,1,0.6,2,5,0,1,0,0,0,0,0,0,0,1,61
25369,PTVT-T_321032,PY-IT_321127,CF,0,13,3000,1.526485641,0.065538996,1.69648067,0.083717699,0.142805343,0.188503053,1.911929161,2.07451153,0.063622881,0.120883474,0.609280097,0.390719903,0.242424242,0.473684211,0.309386527,56.48848353,18.6240766,8.9692023,0.852548617,16.11.2023 18:19,B-1,6.28E-06,0.6,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.170385248,25.10.2023 15:49,25369_188924_OD_x1y2,x1y2,0.007639779,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,62
25369,PTVT-T_321032,PY-IT_321127,CF,0,13,3000,1.526541626,0.065433043,1.696477515,0.083536865,0.139308904,0.183887754,1.912834592,2.07566486,0.061348741,0.116562607,0.612040382,0.387959618,0.242424242,0.473684211,0.300450361,56.5137758,18.60814775,8.95143832,0.851207327,16.11.2023 18:19,B-3,2.53E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.160228907,25.10.2023 15:49,25369_188924_OD_x3y2,x3y2,0.007370604,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,62
25369,PTVT-T_321032,PY-IT_321127,CF,0,13,3000,1.526242418,0.065643136,1.696176474,0.084305424,0.143638696,0.189603079,1.912066756,2.074536908,0.063318496,0.120305142,0.611803967,0.388196033,0.242424242,0.473684211,0.309908221,56.49190664,18.39642373,8.875332262,0.854013987,16.11.2023 18:19,A-2,3.73E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.18339015,25.10.2023 15:49,25369_188924_OD_x2y1,x2y1,0.007847335,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,62
25369,PTVT-T_321032,PY-IT_321127,CF,0,13,3000,1.526096685,0.065526243,1.696415088,0.083759275,0.138893759,0.183339761,1.912911362,2.076129382,0.060739602,0.115405243,0.61369984,0.38630016,0.242424242,0.473684211,0.298745005,56.70394266,18.33138781,8.86750781,0.85308632,16.11.2023 18:19,A-3,2.00E-06,1.4,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.161854118,25.10.2023 15:49,25369_188924_OD_x3y1,x3y1,0.007361583,1.4,1.4,2,5,0,1,0,0,0,0,0,0,0,1,62
25370,PTVT-T_321032,PY-IT_321127,CF,2,13,3000,1.522861823,0.06704798,1.694809093,0.084749816,0.148312668,0.195772722,1.906281507,2.073405333,0.064838008,0.123192214,0.613775057,0.386224943,0.242424242,0.473684211,0.318964937,55.24956791,18.83991189,8.753581197,0.840965174,16.11.2023 18:21,B-2,6.73E-06,1,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.176649249,25.10.2023 15:55,25370_188941_OD_x2y2,x2y2,0.007601664,1,0.6,2,5,0,1,0,0,0,0,0,0,0,1,63
25370,PTVT-T_321032,PY-IT_321127,CF,2,13,3000,1.522410021,0.066875609,1.694233451,0.08487767,0.146701899,0.193646506,1.904559378,2.071194662,0.064328102,0.122223393,0.613057802,0.386942198,0.242424242,0.473684211,0.3158699,55.32768449,18.71531407,8.719059524,0.842034775,16.11.2023 18:21,B-1,9.25E-06,0.6,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.17580276,25.10.2023 15:55,25370_188941_OD_x1y2,x1y2,0.007468973,0.6,0.6,2,5,0,1,0,0,0,0,0,0,0,1,63
25370,PTVT-T_321032,PY-IT_321127,CF,2,13,3000,1.522634836,0.067090636,1.694316546,0.08530858,0.14972342,0.197634914,1.904927256,2.071523262,0.0655467,0.12453873,0.613442216,0.386557784,0.242424242,0.473684211,0.322173644,55.228876,18.52760284,8.594099461,0.83987555,16.11.2023 18:21,A-2,4.91E-06,1,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.188313151,25.10.2023 15:55,25370_188941_OD_x2y1,x2y1,0.007768437,1,1.4,2,5,0,1,0,0,0,0,0,0,0,1,63
25370,PTVT-T_321032,PY-IT_321127,CF,2,13,3000,1.521787367,0.066689973,1.693383407,0.085194317,0.14219737,0.187700529,1.904120195,2.070566865,0.062302285,0.118374342,0.613250373,0.386749627,0.242424242,0.473684211,0.306074871,55.12338592,18.36585724,8.533580342,0.842915794,16.11.2023 18:21,A-3,3.11E-06,1.4,1.4,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.175984486,25.10.2023 15:55,25370_188941_OD_x3y1,x3y1,0.007361329,1.4,1.4,2,5,0,1,0,0,0,0,0,0,0,1,63
25371,PTVT-T_321032,PY-IT_321127,CF,1,13,2000,1.525701949,0.066995247,1.695735076,0.083867572,0.173126528,0.228527017,1.907103872,2.074196704,0.079119539,0.150327125,0.603205803,0.396794197,0.242424242,0.473684211,0.378854142,56.89748739,18.43923703,9.007515544,0.858556707,16.11.2023 18:24,B-3,2.79E-06,1.4,0.6,5.48,5.21,3.64,3.2,1.57,PTVT-T_321032,PY-IT_321127,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_PTVT-T:PY-IT,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.232347835,25.10.2023 16:01,25371_188952_OD_x3y2,x3y2,0.009443757,1.4,0.6,2,5,0,1,0,0,0,0,0,0,0,1,64
