plan_Info_PID,plan_Solutions_1_M1,plan_Solutions_1_M2,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,features_A.1.c_UV,features_A.1.w_UV,features_A.1a.w_UV,features_A.2.a_UV,features_A_UV,features_Atot_UV,features_D.1.c_UV,features_D.1.w_UV,features_D.1a.a_UV,features_D.1a.c_UV,features_D.1a.w_UV,features_D.2.a_UV,features_D.2.c_UV,features_D.2.w_UV,features_D_UV,features_Dtot_UV,features_XA_UV,features_XD_UV,features_XamA_UV,features_XamD_UV,features_atot_UV,FF_IV,JSC_IV,PCE_IV,VOC_IV,date_IV,pos_IV,sigp_IV,xpos_IV,ypos_IV,EnergyLevel_HOMO_Acceptor,EnergyLevel_HOMO_Donor,EnergyLevel_LUMO_Acceptor,EnergyLevel_LUMO_Donor,EnergyLevel_Offset,plan2_Solutions_1_M1,plan2_Solutions_1_M2,plan2_Solutions_1_S1,FitSessionName,Overall_FitSessionName,FOM_UV,date_UV,name_UV,pos_UV,res_UV,xpos_UV,ypos_UV,PseudoFeature_M1,PseudoFeature_M2,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127,Paper_PID
25288,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,27,2000,1.523538019,0.06702985,0.101697487,0.360634479,0.304518229,0.517680988,1.97474413,0.063834997,0.61,2.105300304,0.08422848,0.9,2.280000015,0.116925613,0.256719679,0.413318683,0.556048519,0.443951481,0.411764705,0.378881988,0.930999671,47.9164555,24.64660334,9.778906442,0.828034688,13.11.2023 14:10,B-3,5.19E-07,1.4,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,556193146.1,24.10.2023 13:30,25288_187767_OD_x3y2,x3y2,0.005317352,1.4,0.6,1,1,1,0,0,0,0,1,0,0,0,0,1
25288,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,27,2000,1.523854278,0.067131217,0.102065253,0.357582139,0.306154473,0.520462604,1.9748139,0.064032291,0.609999993,2.105943684,0.08454799,0.9,2.28174311,0.117839556,0.258596282,0.416340012,0.555573388,0.444426612,0.411764705,0.378881985,0.936802616,47.80576817,24.20833204,9.596256312,0.829194992,13.11.2023 14:10,A-3,1.75E-06,1.4,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,555439154.8,24.10.2023 13:30,25288_187767_OD_x3y1,x3y1,0.00530163,1.4,1.4,1,1,1,0,0,0,0,1,0,0,0,0,1
25288,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,27,2000,1.523088657,0.066995403,0.102344286,0.39305139,0.301905047,0.51323858,1.9753454,0.064037801,0.61,2.10705612,0.083832022,0.9,2.281179508,0.116065796,0.255848846,0.411916642,0.554759426,0.445240574,0.411764706,0.378881988,0.925155222,47.56083048,24.32561568,9.581414878,0.828164052,13.11.2023 14:10,B-1,5.13E-07,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,576649678.8,24.10.2023 13:30,25288_187767_OD_x1y2,x1y2,0.005311567,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,1
25288,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,27,2000,1.523514432,0.06708563,0.102383409,0.380481886,0.303529526,0.516000194,1.975092375,0.064017781,0.61,2.106477679,0.084038771,0.9,2.280575651,0.116432064,0.256454884,0.412892364,0.555500407,0.444499593,0.411764706,0.378881988,0.928892558,47.62976296,24.21433651,9.573079611,0.830043163,13.11.2023 14:10,A-1,5.55E-07,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,543495094.6,24.10.2023 13:30,25288_187767_OD_x1y1,x1y1,0.005302612,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,1
25289,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,25,2000,1.523489236,0.064012511,0.098345626,0.462345718,0.256671324,0.436341251,1.97709464,0.063147406,0.61,2.108399822,0.081691248,0.899999999,2.28,0.112436124,0.221928598,0.357305044,0.549793093,0.450206907,0.411764706,0.378881988,0.793646294,51.8182822,27.23962347,11.67990146,0.827475353,13.11.2023 14:13,B-3,2.56E-06,1.4,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,762772927,24.10.2023 13:35,25289_187768_OD_x3y2,x3y2,0.00633591,1.4,0.6,1,1,1,0,0,0,0,1,0,0,0,0,2
25289,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,25,2000,1.522817148,0.064121858,0.098481716,0.467525898,0.257807546,0.438272828,1.977134822,0.062986785,0.61,2.108580743,0.081373313,0.9,2.28,0.111988779,0.222661621,0.35848521,0.550070168,0.449929832,0.411764706,0.378881988,0.796758038,51.38096039,27.30688007,11.61874816,0.828104296,13.11.2023 14:13,B-1,4.33E-06,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,708484285.5,24.10.2023 13:35,25289_187768_OD_x1y2,x1y2,0.006198761,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,2
25289,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,25,2000,1.523374719,0.064167171,0.098464429,0.460928965,0.258769283,0.439907781,1.976946091,0.0631515,0.61,2.108240191,0.081675575,0.9,2.28,0.11235843,0.223479343,0.359801742,0.55008446,0.44991554,0.411764706,0.378881988,0.799709522,51.84126249,26.98428297,11.58858356,0.828407276,13.11.2023 14:13,A-3,2.46E-06,1.4,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,736983278.7,24.10.2023 13:35,25289_187768_OD_x3y1,x3y1,0.006238695,1.4,1.4,1,1,1,0,0,0,0,1,0,0,0,0,2
25289,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,25,2000,1.52348642,0.064440402,0.098657736,0.442130494,0.264050298,0.448885506,1.976737576,0.063144325,0.61,2.107742326,0.082001018,0.899999996,2.28,0.113206607,0.227668363,0.366546065,0.55048826,0.44951174,0.411764706,0.378881988,0.815431571,50.93764906,27.17650194,11.4837477,0.82956647,13.11.2023 14:13,A-1,3.81E-06,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,707826897.6,24.10.2023 13:35,25289_187768_OD_x1y1,x1y1,0.006146545,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,2
25290,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,2000,1.524235618,0.064874404,0.102725509,0.5,0.211723629,0.35993017,1.97569196,0.063342869,0.61,2.108986789,0.081745151,0.9,2.280208553,0.111730417,0.180820723,0.291121365,0.552844362,0.447155638,0.411764706,0.378881988,0.651051534,58.52467295,26.37225273,12.81880177,0.83054125,13.11.2023 14:15,A-1,8.11E-07,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,4465862311,24.10.2023 13:41,25290_187773_OD_x1y1,x1y1,0.006355631,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,3
25290,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,2000,1.524789687,0.064556547,0.102397349,0.5,0.212958614,0.362029643,1.975859393,0.063320014,0.61,2.108998614,0.081737632,0.9,2.28,0.111667998,0.182084186,0.29315554,0.552560792,0.447439208,0.411764706,0.378881988,0.655185183,58.39748995,26.383395,12.78568531,0.829849145,13.11.2023 14:15,B-1,1.12E-06,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,4281146965,24.10.2023 13:41,25290_187773_OD_x1y2,x1y2,0.00647864,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,3
25290,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,2000,1.525644986,0.064476423,0.102746085,0.5,0.21189642,0.360223913,1.975952195,0.063428259,0.61,2.109082771,0.081941473,0.9,2.280112546,0.111911632,0.181271589,0.291847258,0.552430362,0.447569638,0.411764706,0.378881988,0.652071171,58.20494287,26.23225512,12.66127715,0.829243394,13.11.2023 14:15,B-3,1.35E-06,1.4,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,5082779964,24.10.2023 13:41,25290_187773_OD_x3y2,x3y2,0.006472004,1.4,0.6,1,1,1,0,0,0,0,1,0,0,0,0,3
25290,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,2000,1.524616204,0.06585143,0.105730972,0.5,0.205907756,0.350043185,1.976094339,0.064393215,0.61,2.113800307,0.084061509,0.9,2.292079826,0.117855469,0.178796462,0.287862304,0.548738318,0.451261682,0.411764706,0.378881988,0.637905489,57.76419676,25.99830155,12.44292373,0.828550004,13.11.2023 14:15,A-3,1.30E-06,1.4,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,12379847597,24.10.2023 13:41,25290_187773_OD_x3y1,x3y1,0.006466973,1.4,1.4,1,1,1,0,0,0,0,1,0,0,0,0,3
25291,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,1000,1.526235219,0.070988923,0.106252167,0.135066304,0.36918399,0.627612783,1.968840166,0.064888026,0.61,2.100978792,0.091675534,0.9,2.288317135,0.13138386,0.303544472,0.488706599,0.562216148,0.437783852,0.411764706,0.378881988,1.116319382,46.56550351,25.63623761,9.789595369,0.820060984,13.11.2023 14:18,A-1,2.80E-06,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1394215097,24.10.2023 13:47,25291_187774_OD_x1y1,x1y1,0.00645646,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,4
25291,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,1000,1.524068645,0.068693631,0.11,0.5,0.319192119,0.542626602,1.975934208,0.064923068,0.61,2.11333964,0.08366652,0.9,2.28676331,0.114138074,0.271779555,0.437565084,0.553592333,0.446407667,0.411764706,0.378881988,0.980191686,46.55947455,25.64821416,9.768586131,0.818024872,13.11.2023 14:18,B-1,3.33E-06,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,18955407380,24.10.2023 13:47,25291_187774_OD_x1y2,x1y2,0.00628363,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,4
25291,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,1000,1.524464408,0.068381918,0.11,0.5,0.316226737,0.537585453,1.975688,0.064762459,0.61,2.112835248,0.083488455,0.9,2.286019112,0.113723721,0.268508264,0.432298305,0.55427823,0.44572177,0.411764706,0.378881988,0.969883758,46.59625217,24.99811604,9.555223511,0.820318647,13.11.2023 14:18,A-3,2.99E-06,1.4,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,18991204988,24.10.2023 13:47,25291_187774_OD_x3y1,x3y1,0.006197032,1.4,1.4,1,1,1,0,0,0,0,1,0,0,0,0,4
25291,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,1000,1.524318879,0.068631612,0.11,0.5,0.319917333,0.543859466,1.975771471,0.064819473,0.61,2.112863333,0.083444694,0.9,2.28587615,0.113658663,0.271095837,0.436464297,0.554775358,0.445224642,0.411764706,0.378881988,0.980323764,46.00570179,25.11270772,9.44318185,0.817359568,13.11.2023 14:18,B-2,2.71E-06,1,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,19424841173,24.10.2023 13:47,25291_187774_OD_x2y2,x2y2,0.006327935,1,0.6,1,1,1,0,0,0,0,1,0,0,0,0,4
25292,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,1000,1.506402789,0.066819107,0.104273993,0.174888858,0.366270723,0.622660228,1.966650381,0.063321167,0.61,2.09908297,0.089804976,0.9,2.286198741,0.12700868,0.297332078,0.478704645,0.565353266,0.434646734,0.411764706,0.378881988,1.101364873,47.46906613,25.77554762,9.775360003,0.798940012,13.11.2023 14:20,B-3,8.88E-07,1.4,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1472806698,24.10.2023 13:52,25292_187775_OD_x3y2,x3y2,0.007741841,1.4,0.6,1,1,1,0,0,0,0,1,0,0,0,0,5
25292,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,1000,1.506407197,0.066800556,0.104230701,0.17559003,0.364330787,0.619362337,1.966569955,0.063403125,0.61,2.099016498,0.089869698,0.9,2.286071716,0.127028516,0.295372378,0.475549529,0.565673235,0.434326765,0.411764706,0.378881988,1.094911866,47.66726647,24.93986821,9.541904495,0.802639749,13.11.2023 14:20,A-3,1.21E-06,1.4,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1429571678,24.10.2023 13:52,25292_187775_OD_x3y1,x3y1,0.007503097,1.4,1.4,1,1,1,0,0,0,0,1,0,0,0,0,5
25292,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,1000,1.50681092,0.06734464,0.10513634,0.153813098,0.376489526,0.640032194,1.965701398,0.063186089,0.61,2.098377959,0.090401467,0.9,2.285525954,0.128113067,0.302730616,0.487396292,0.567692055,0.432307945,0.411764706,0.378881988,1.127428486,47.26142822,25.09869849,9.524835579,0.80297023,13.11.2023 14:20,A-2,1.53E-06,1,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1842934878,24.10.2023 13:52,25292_187775_OD_x2y1,x2y1,0.008363862,1,1.4,1,1,1,0,0,0,0,1,0,0,0,0,5
25292,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,1000,1.506529999,0.067114347,0.104872464,0.162020226,0.372383225,0.633051482,1.966173824,0.063306979,0.61,2.098755773,0.090192554,0.9,2.286491129,0.127714328,0.301014696,0.48463366,0.566395184,0.433604816,0.411764706,0.378881988,1.117685142,47.18185744,25.07071573,9.473427112,0.800876133,13.11.2023 14:20,B-1,8.61E-07,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1651018541,24.10.2023 13:52,25292_187775_OD_x1y2,x1y2,0.007985071,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,5
25293,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,3000,1.544578553,0.08121644,0.08,0.081119373,0.286834706,0.380395956,1.963382353,0.063923536,0.61,2.092806422,0.094755831,0.9,2.283121395,0.140624497,0.158478207,0.255149914,0.598534227,0.401465773,0.245957532,0.378881988,0.63554587,64.20366582,26.51396567,14.26294872,0.837866459,13.11.2023 14:23,A-1,2.61E-06,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,2311231266,24.10.2023 13:58,25293_187776_OD_x1y1,x1y1,0.007493047,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,6
25293,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,3000,1.544621017,0.081712611,0.08,0.07878408,0.28676319,0.379208785,1.963244145,0.06409469,0.61,2.093529627,0.09503346,0.9,2.285515371,0.141844369,0.157912046,0.254238394,0.598643104,0.401356896,0.24378548,0.378881988,0.633447179,63.87961404,26.60688785,14.23015368,0.837246282,13.11.2023 14:23,B-1,2.77E-06,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,2415405789,24.10.2023 13:58,25293_187776_OD_x1y2,x1y2,0.007564093,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,6
25293,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,3000,1.545141013,0.080846615,0.08,0.079417594,0.285773056,0.379317684,1.963328503,0.063941249,0.61,2.093166889,0.094615074,0.9,2.284222512,0.140674581,0.158677005,0.255469978,0.597550499,0.402449501,0.246612884,0.378881988,0.634787662,63.55065007,26.48936404,14.08774223,0.836854329,13.11.2023 14:23,B-3,9.36E-07,1.4,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,2328544197,24.10.2023 13:58,25293_187776_OD_x3y2,x3y2,0.007579821,1.4,0.6,1,1,1,0,0,0,0,1,0,0,0,0,6
25293,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,0,23,3000,1.544389368,0.082084075,0.08,0.072257794,0.28342838,0.37455817,1.962958446,0.064382775,0.61,2.094197929,0.095975524,0.9,2.288783056,0.144646761,0.155877692,0.250963084,0.598793675,0.401206325,0.243299431,0.378881988,0.625521254,62.91671533,26.49582722,13.94124628,0.836292255,13.11.2023 14:23,B-2,1.07E-06,1,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,2296809164,24.10.2023 13:58,25293_187776_OD_x2y2,x2y2,0.007579163,1,0.6,1,1,1,0,0,0,0,1,0,0,0,0,6
25294,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,3000,1.517510537,0.07511978,0.08,0.1933995,0.260908245,0.354622552,1.968898829,0.060936497,0.61,2.096975273,0.087001127,0.899999975,2.28,0.125175889,0.146821205,0.236382141,0.600033395,0.399966605,0.26426494,0.378881988,0.591004692,65.45359496,27.31544094,14.51729362,0.811977398,13.11.2023 14:26,B-3,1.28E-06,1.4,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1822669107,24.10.2023 14:04,25294_187777_OD_x3y2,x3y2,0.007520013,1.4,0.6,1,1,1,0,0,0,0,1,0,0,0,0,7
25294,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,3000,1.51748258,0.075136423,0.08,0.192592375,0.261026222,0.354804552,1.968747577,0.060945871,0.61,2.096891646,0.087078754,0.899999974,2.28,0.125460771,0.146947909,0.236586134,0.599949509,0.400050491,0.264309827,0.378881988,0.591390686,65.61853726,27.12892196,14.47151232,0.812933157,13.11.2023 14:26,A-3,1.76E-06,1.4,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1863899488,24.10.2023 14:04,25294_187777_OD_x3y1,x3y1,0.007571505,1.4,1.4,1,1,1,0,0,0,0,1,0,0,0,0,7
25294,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,3000,1.51723333,0.074796322,0.08,0.199789451,0.261703023,0.356071101,1.969280394,0.061028741,0.61,2.097413192,0.08684406,0.899999994,2.28,0.124985132,0.147769831,0.237909428,0.599465948,0.400534052,0.265025939,0.378881988,0.593980529,64.61506258,27.5619867,14.44125402,0.810887525,13.11.2023 14:26,B-1,1.30E-06,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1870676601,24.10.2023 14:04,25294_187777_OD_x1y2,x1y2,0.007601454,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,7
25294,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,2,23,3000,1.517120399,0.074740242,0.08,0.199307111,0.262446795,0.357229218,1.969060813,0.061057695,0.61,2.097186854,0.086851977,0.899999916,2.28,0.125095725,0.148320191,0.238795507,0.599353018,0.400646982,0.265326623,0.378881988,0.596024724,64.52362597,27.4401703,14.3706936,0.811656297,13.11.2023 14:26,A-1,1.89E-06,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1921591142,24.10.2023 14:04,25294_187777_OD_x1y1,x1y1,0.007629583,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,7
25295,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,1,23,2000,1.505189492,0.06162224,0.100871412,0.5,0.217259922,0.369341867,1.972655322,0.062775738,0.61,2.108365865,0.081156043,0.9,2.281005503,0.110340158,0.180865291,0.291193118,0.559155647,0.440844353,0.411764706,0.378881988,0.660534985,60.74434452,26.3726948,13.04221766,0.814124988,13.11.2023 14:29,A-1,1.13E-06,0.6,1.4,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,1017100090,24.10.2023 14:10,25295_187786_OD_x1y1,x1y1,0.0060861,0.6,1.4,1,1,1,0,0,0,0,1,0,0,0,0,8
25295,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,1,23,2000,1.50518457,0.061611657,0.10069521,0.5,0.217166407,0.369182892,1.972620009,0.062677231,0.61,2.108057482,0.080957414,0.899999999,2.28,0.109953801,0.18082226,0.291123838,0.559108177,0.440891823,0.411764706,0.378881988,0.66030673,60.58565021,26.35799178,12.97418221,0.812452355,13.11.2023 14:29,B-1,9.37E-07,0.6,0.6,5.53,5.33,3.77,3.38,1.56,PM6_321136,BTP-4F-12 (Y12)_321125,xylene,Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt_PM6:BTP-4F-12 (Y12),Jonas_DonorAcceptor-3bands-NoBG-ZnOCorr-NoInt,996172595,24.10.2023 14:10,25295_187786_OD_x1y2,x1y2,0.006008042,0.6,0.6,1,1,1,0,0,0,0,1,0,0,0,0,8
