ID,Donor,Acceptor,DA,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,Layer thickness [nm],features_D.1.c_UV,features_D.1a.w_UV,features_D.1a.c_UV,features_D.2.a_UV,features_A.0.a_UV,features_A.1.w_UV,features_A.1.c_UV,features_A.1a.w_UV,features_atot_UV,features_XD_UV,features_XA_UV,FF_IV,JSC_IV,PCE_IV,VOC_IV,Deg_JSC_IV,Deg_VOC_IV,Deg_FF_IV,Deg_PCE_IV,Retained_JSC_IV,Retained_VOC_IV,Retained_FF_IV,Retained_PCE_IV,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127
31,PM6,L8-BO,PM6-L8-BO,xylene,2,21,3000,112.0015201,1.997247001,0.076601226,2.164192009,0.649143613,0.079004463,0.070243861,1.553650493,0.09292931,0.278058497,0.502346511,0.497653489,71.04289088,26.01747864,15.90674037,0.860588147,20.2243,0.826,60.38,10.0864,0.777335125,0.959808711,0.849909108,0.634095972,1,0,0,0,0,0,0,0,1,0
31,PM6,L8-BO,PM6-L8-BO,xylene,2,21,3000,112.4218524,1.996995342,0.076630022,2.163859125,0.65188169,0.079868438,0.070167527,1.553439957,0.09291518,0.280199299,0.500070047,0.499929953,69.88138989,26.17998904,15.74813641,0.860791904,19.2078,0.8228,58.85,9.3012,0.733682507,0.955864009,0.842141235,0.590622265,1,0,0,0,0,0,0,0,1,0
32,PM6,L8-BO,PM6-L8-BO,xylene,1,21,2000,158.9197519,1.99811083,0.076075451,2.164732822,0.695515144,0.002308444,0.069067865,1.558294209,0.088174376,0.390838359,0.530798207,0.469201793,70.20882183,24.84811222,14.82362308,0.849707161,18.455,0.82,59.73,9.0394,0.742712357,0.965038354,0.85074779,0.60979694,1,0,0,0,0,0,0,0,1,0
32,PM6,L8-BO,PM6-L8-BO,xylene,1,21,2000,162.7499434,1.998153039,0.076229511,2.164644192,0.697140672,1.95171E-12,0.068818279,1.558367128,0.088224795,0.399677368,0.532833681,0.467166319,68.90963006,25.03529791,14.66475478,0.850045403,19.5226,0.824,59.7,9.6033,0.779802983,0.969359986,0.866352061,0.654855819,1,0,0,0,0,0,0,0,1,0
32,PM6,L8-BO,PM6-L8-BO,xylene,1,21,2000,159.1579899,1.998093848,0.076148216,2.16492409,0.690559026,0.000414216,0.068372937,1.558812257,0.08822161,0.389261784,0.534357858,0.465642142,69.89276754,24.41190833,14.48476668,0.848941054,19.1653,0.8224,59.78,9.4225,0.785079959,0.968736282,0.855310243,0.650510996,1,0,0,0,0,0,0,0,1,0
32,PM6,L8-BO,PM6-L8-BO,xylene,1,21,2000,171.6531887,1.998382624,0.075835698,2.16513316,0.697612521,7.20604E-11,0.069074412,1.558194447,0.088235246,0.422794491,0.534149054,0.465850946,67.92479159,24.98412471,14.40012922,0.848543157,18.6386,0.8183,58.27,8.8876,0.74601773,0.964358729,0.857860564,0.617188906,1,0,0,0,0,0,0,0,1,0
33,PTVT-T,Y12,PTVT-T-Y12,CF,0,18,2000,187.4932575,1.906198621,0.096011248,2.072300192,0.838322499,1.0243E-28,0.064908968,1.522744541,0.088297375,0.463062119,0.478809438,0.521190562,62.40136615,21.87926243,10.98652441,0.804699163,16.732,0.7586,57.2,7.2594,0.764742415,0.94271255,0.916646598,0.660754915,0,1,0,0,0,1,0,0,0,0
33,PTVT-T,Y12,PTVT-T-Y12,CF,0,18,2000,182.4538869,1.906117433,0.096043619,2.072259902,0.838588124,6.10894E-27,0.064913515,1.522726993,0.088302129,0.45172996,0.478846378,0.521153622,62.19101289,21.56925279,10.84376508,0.808383369,17.2158,0.765,57.42,7.5623,0.79816395,0.946333175,0.923284528,0.697386926,0,1,0,0,0,1,0,0,0,0
33,PTVT-T,Y12,PTVT-T-Y12,CF,0,18,2000,192.1807594,1.906149182,0.096015463,2.072143002,0.839713232,5.9572E-30,0.065106283,1.52282661,0.08850168,0.472106608,0.480029623,0.519970377,61.49381111,21.79576803,10.78855196,0.8049327,16.5901,0.7594,56.99,7.1797,0.761161524,0.943432911,0.926759929,0.665492462,0,1,0,0,0,1,0,0,0,0
33,PTVT-T,Y12,PTVT-T-Y12,CF,0,18,2000,189.4688605,1.906345967,0.095931258,2.072319779,0.838383537,8.77646E-29,0.064955089,1.5233124,0.088360263,0.467139129,0.479187542,0.520812458,62.0115654,21.30810308,10.65762846,0.806571909,17.1438,0.7608,56.86,7.4159,0.804567161,0.943251298,0.916925732,0.695830224,0,1,0,0,0,1,0,0,0,0
34,PTVT-T,Y12,PTVT-T-Y12,CF,0,15.5,2000,142.2539213,1.907188098,0.096283445,2.072989842,0.827292974,0.014164576,0.064933211,1.523832673,0.088505827,0.364232949,0.476210592,0.523789408,67.47256553,22.20820379,12.08850896,0.806737191,18.1294,0.7573,57.74,7.9274,0.81633797,0.938719584,0.855755218,0.655779801,0,1,0,0,0,1,0,0,0,0
34,PTVT-T,Y12,PTVT-T-Y12,CF,0,15.5,2000,150.4687735,1.907285953,0.096190524,2.073020236,0.83058748,0.009003227,0.064735264,1.524155633,0.088264959,0.381728972,0.477520697,0.522479303,66.76225918,22.35916163,12.03166159,0.806007473,17.9591,0.7583,57.21,7.7909,0.803209901,0.940810136,0.856921271,0.647533173,0,1,0,0,0,1,0,0,0,0
34,PTVT-T,Y12,PTVT-T-Y12,CF,0,15.5,2000,145.5721815,1.907344174,0.09626287,2.073102398,0.828100865,0.011740801,0.064885067,1.523971943,0.088414665,0.371970407,0.475843078,0.524156922,67.51077983,21.96895273,11.92509642,0.804043268,17.9693,0.7547,57.52,7.8,0.817940674,0.938631079,0.852012081,0.654082762,0,1,0,0,0,1,0,0,0,0
34,PTVT-T,Y12,PTVT-T-Y12,CF,0,15.5,2000,138.2375987,1.907192823,0.096381252,2.073073492,0.825348555,0.016969786,0.065242901,1.522918346,0.088742536,0.356426031,0.474365421,0.525634579,66.96835002,22.09313692,11.8809059,0.803012995,17.428,0.752,56.69,7.4294,0.788842257,0.936473014,0.846519288,0.625322687,0,1,0,0,0,1,0,0,0,0
35,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,2000,113.5162762,1.908559369,0.096306381,2.073606552,0.790753967,0.031741599,0.067352288,1.521612668,0.091228502,0.309625826,0.462278837,0.537721163,68.6259443,23.03983958,12.82796506,0.811315894,20.0996,0.7694,61.32,9.4825,0.872384546,0.948335914,0.893539617,0.739205319,0,1,0,0,0,1,0,0,0,0
35,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,2000,112.6790196,1.908429538,0.096255365,2.073342217,0.794611556,0.031636922,0.067500003,1.521449306,0.09136308,0.308345399,0.461118951,0.538881049,68.68197221,22.67175128,12.62582963,0.810834275,20.2298,0.7727,61.06,9.5453,0.892291017,0.952969089,0.889025141,0.756013686,0,1,0,0,0,1,0,0,0,0
35,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,2000,115.8111896,1.908693878,0.096157815,2.073497866,0.797786253,0.030427375,0.067131982,1.522467554,0.091041259,0.313799626,0.463491878,0.536508122,67.8227303,22.95277239,12.62038342,0.810703654,20.1327,0.7696,60.69,9.4041,0.877135871,0.949298793,0.894832746,0.745151687,0,1,0,0,0,1,0,0,0,0
35,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,2000,116.1502143,1.908562097,0.096237998,2.073422022,0.797730386,0.03036495,0.067125448,1.522367616,0.090894108,0.314251754,0.464089163,0.535910837,68.75193115,22.63046856,12.60738147,0.810301133,19.8835,0.7676,60.73,9.2694,0.878616364,0.947302143,0.883320643,0.735235943,0,1,0,0,0,1,0,0,0,0
36,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,1000,164.7203562,1.905133646,0.096652317,2.071866819,0.834214495,0.001207382,0.064756525,1.521177428,0.088276524,0.413523351,0.47745099,0.52254901,65.10870379,21.01118513,10.93646333,0.799442629,18.0431,0.7698,58.54,8.1313,0.858737853,0.96292088,0.899111741,0.743503613,0,1,0,0,0,1,0,0,0,0
36,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,1000,172.7231313,1.905280118,0.096435473,2.071888943,0.833932123,3.73605E-27,0.064819709,1.52182524,0.088252931,0.43073805,0.47834912,0.52165088,63.2350461,21.35578688,10.79191122,0.799143822,18.2819,0.7696,57.52,8.0926,0.856063048,0.963030657,0.909622172,0.749876443,0,1,0,0,0,1,0,0,0,0
36,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,1000,180.9520224,1.905827044,0.0960717,2.072263202,0.842830048,6.81074E-27,0.064821502,1.522381999,0.088404002,0.449063474,0.477903159,0.522096841,63.28191475,21.0462315,10.64313689,0.799126796,1.668,0.7706,20.13,0.2587,0.079254094,0.964302541,0.318100362,0.024306744,0,1,0,0,0,1,0,0,0,0
36,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,1000,178.8199006,1.905505738,0.096302279,2.071957884,0.836745392,1.41568E-20,0.064776027,1.522198796,0.088286615,0.443234148,0.479482617,0.520517383,63.08607001,21.10831905,10.60913984,0.796696759,18.0407,0.7641,57.24,7.8906,0.854672509,0.959085112,0.90733184,0.743754924,0,1,0,0,0,1,0,0,0,0
37,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,1000,177.3458152,1.896592743,0.100452657,2.069932522,0.787179424,6.38637E-16,0.063789419,1.499815942,0.090013036,0.440031038,0.477588758,0.522411242,63.661527,22.26042205,11.1142159,0.784275021,17.5313,0.7576,56.98,7.5681,0.7875547,0.96598767,0.895046077,0.680938725,0,1,0,0,0,1,0,0,0,0
37,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,1000,178.8118356,1.896018842,0.100770075,2.069746112,0.778909275,2.3426E-26,0.063699178,1.499328628,0.089855528,0.443162238,0.478365797,0.521634203,64.64231812,21.84811274,11.08741557,0.7850539,17.3407,0.7612,57.68,7.6142,0.793693268,0.969614953,0.892294733,0.686742546,0,1,0,0,0,1,0,0,0,0
37,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,1000,178.7873422,1.89615247,0.10077965,2.06968961,0.779473567,2.33946E-14,0.063645152,1.499634515,0.08985567,0.441986679,0.47976417,0.52023583,63.21275914,22.27252385,11.00436477,0.781611243,17.2064,0.7544,57.2,7.4244,0.772539301,0.965185707,0.904880609,0.674677744,0,1,0,0,0,1,0,0,0,0
37,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,1000,179.0726009,1.896148115,0.100687885,2.06971805,0.781162592,1.09273E-13,0.063680534,1.499462477,0.089845262,0.443022236,0.47905958,0.52094042,63.06094062,21.73860416,10.73716254,0.783244635,17.2787,0.723,46.07,5.7551,0.794839442,0.923083246,0.730563159,0.535998219,0,1,0,0,0,1,0,0,0,0
38,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,3000,84.96621482,1.910056653,0.094885449,2.074823061,0.801378056,0.044866815,0.070557356,1.517077596,0.096621156,0.258628326,0.435594922,0.564405078,68.43442646,23.28185088,12.9843212,0.814942778,20.0703,0.775,63.12,9.8185,0.862057751,0.950987015,0.922342792,0.756181232,0,1,0,0,0,1,0,0,0,0
38,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,3000,82.65965207,1.908662778,0.095342962,2.074019867,0.796894424,0.04494662,0.070634594,1.514727247,0.096546736,0.253767305,0.43496624,0.56503376,67.87136023,23.10879752,12.77456517,0.814483379,19.8355,0.777,64.28,9.9066,0.858352754,0.953978952,0.947085778,0.775494106,0,1,0,0,0,1,0,0,0,0
38,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,3000,84.11491932,1.909736839,0.09504235,2.074482962,0.800390279,0.044129865,0.070565102,1.516816994,0.096597269,0.256031613,0.437241732,0.562758268,67.43258747,23.05909238,12.66179881,0.814298013,19.7517,0.7727,62.75,9.5766,0.85656884,0.948915492,0.930558983,0.756338033,0,1,0,0,0,1,0,0,0,0
38,PTVT-T,Y12,PTVT-T-Y12,CF,0,13,3000,82.42995164,1.909462058,0.094995839,2.074299515,0.799994995,0.044826673,0.070717354,1.51592094,0.096856946,0.253753524,0.433803359,0.566196641,67.23442991,23.02453486,12.60462894,0.8142307,19.6206,0.7744,63.48,9.6454,0.852160537,0.9510818,0.944159117,0.76522681,0,1,0,0,0,1,0,0,0,0
39,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,3000,86.4698715,1.896318349,0.100273819,2.070005037,0.743995313,0.046673073,0.067303999,1.494966755,0.094813681,0.257252031,0.446510266,0.553489734,56.37505923,23.56960062,10.20693419,0.768167767,19.5917,0.7648,60.78,9.1075,0.831227492,0.995615844,1.07813634,0.892285561,0,1,0,0,0,1,0,0,0,0
39,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,3000,89.02286189,1.896740694,0.099997065,2.07152623,0.747264483,0.04559623,0.067008858,1.496048575,0.094183578,0.261076253,0.449749051,0.550250949,56.37349444,23.43527084,10.11743131,0.765817579,19.6731,0.7628,58.92,8.8423,0.839465442,0.996059663,1.045172037,0.873966892,0,1,0,0,0,1,0,0,0,0
39,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,3000,81.23544964,1.895893947,0.100658066,2.070459319,0.728071102,0.048122129,0.06749023,1.493951649,0.09549032,0.246429708,0.445738904,0.554261096,55.69258764,23.48450086,9.985322208,0.763454839,19.9671,0.767,61.19,9.3716,0.850224585,1.004643577,1.098709947,0.938537566,0,1,0,0,0,1,0,0,0,0
39,PTVT-T,Y12,PTVT-T-Y12,CF,2,13,3000,80.61982858,1.895697588,0.100316939,2.06978845,0.736815263,0.047951369,0.067775866,1.493799493,0.095586823,0.246012698,0.443350753,0.556649247,54.05775539,23.65953085,9.716169575,0.759680447,19.6963,0.7604,56.42,8.4493,0.832489035,1.000947179,1.043698533,0.869612241,0,1,0,0,0,1,0,0,0,0
40,PTVT-T,Y12,PTVT-T-Y12,CF,1,13,2000,117.7300396,1.897296681,0.100709824,2.07044356,0.760936928,0.03134776,0.064439956,1.500260329,0.090782332,0.313995113,0.468858511,0.531141489,68.02968305,23.32462614,12.55461306,0.791207131,19.9851,0.7756,62.17,9.6362,0.856824023,0.980274279,0.913865789,0.767542572,0,1,0,0,0,1,0,0,0,0
40,PTVT-T,Y12,PTVT-T-Y12,CF,1,13,2000,115.3679186,1.897503065,0.100623947,2.070317662,0.762217639,0.03256002,0.064512626,1.500204563,0.090951946,0.309499569,0.467737033,0.532262967,67.71104017,22.85983246,12.217798,0.789333276,20.332,0.7777,62.57,9.8941,0.889420342,0.985261896,0.924073827,0.809810409,0,1,0,0,0,1,0,0,0,0
40,PTVT-T,Y12,PTVT-T-Y12,CF,1,13,2000,116.7093811,1.897400446,0.100689416,2.070405088,0.762143806,0.031933437,0.064512204,1.500215918,0.090879305,0.312284086,0.467870443,0.532129557,66.63196807,23.00199745,12.11451279,0.790419709,20.3246,0.7738,61.39,9.655,0.883601524,0.978973565,0.921329533,0.796977986,0,1,0,0,0,1,0,0,0,0
40,PTVT-T,Y12,PTVT-T-Y12,CF,1,13,2000,117.4591185,1.897322562,0.1006564,2.070403738,0.762022421,0.031681182,0.064471492,1.500234195,0.090815552,0.314117777,0.467325503,0.532674497,66.24480529,23.05260392,12.05080311,0.789122042,20.1001,0.7739,61.42,9.5543,0.871923192,0.980710155,0.927167039,0.792835126,0,1,0,0,0,1,0,0,0,0
57,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,18,2000,128.143978,1.904005484,0.102118154,2.076742688,0.700000001,0.033105628,0.05708827,1.535215606,0.070894618,0.268912023,0.473942142,0.526057858,56.37384929,16.03516975,7.92884396,0.877119203,11.1005,0.8798,48.16,4.7034,0.692259588,1.003056366,0.854296817,0.593201231,0,1,0,0,0,0,0,0,0,1
57,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,18,2000,143.1057667,1.904093956,0.102070672,2.07758942,0.705799153,0.022708157,0.055797982,1.536547012,0.06957092,0.291612306,0.482644365,0.517355635,55.96893525,15.63363731,7.66150008,0.875601976,10.6337,0.8805,47.93,4.4882,0.680180804,1.005593893,0.856367908,0.585812172,0,1,0,0,0,0,0,0,0,1
57,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,18,2000,148.9779651,1.905707454,0.100819755,2.077818757,0.735696131,0.018943274,0.055904001,1.537016835,0.069546602,0.302766945,0.47990031,0.52009969,55.17077213,15.63901227,7.532592567,0.873023823,10.5923,0.8821,43.21,4.0379,0.677299808,1.010396254,0.783204554,0.536057136,0,1,0,0,0,0,0,0,0,1
57,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,18,2000,144.7164819,1.904831348,0.101434709,2.078790146,0.723006519,0.020824815,0.056239283,1.536903379,0.069626693,0.296270476,0.478688782,0.521311218,55.417195,15.44173883,7.504832209,0.877001314,10.8069,0.8786,47.48,4.5077,0.69984994,1.0018229,0.856773787,0.600639678,0,1,0,0,0,0,0,0,0,1
58,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,15.5,2000,116.7220348,1.910500498,0.097833004,2.081547075,0.779875155,0.037112222,0.060523526,1.534419135,0.07301891,0.261195758,0.439356749,0.560643251,54.85430391,18.79161591,8.858274607,0.859358356,12.6673,0.8667,49.89,5.4778,0.674093173,1.008543169,0.909500193,0.618382275,0,1,0,0,0,0,0,0,0,1
58,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,15.5,2000,104.0239455,1.908632074,0.096117304,2.080364008,0.805424775,0.038666438,0.061782767,1.531914384,0.074271792,0.241768507,0.431788764,0.568211236,55.01328109,18.54209378,8.758984083,0.858672227,12.5884,0.8667,50.66,5.5277,0.678909305,1.009349054,0.920868543,0.631089171,0,1,0,0,0,0,0,0,0,1
58,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,15.5,2000,119.0637071,1.909102387,0.098819105,2.080035387,0.735631913,0.037935169,0.058836113,1.534330639,0.072900449,0.260530399,0.455434735,0.544565265,55.72082649,17.86573136,8.611506519,0.865049154,11.7458,0.8671,49.66,5.0577,0.657448596,1.002370786,0.891228704,0.587318838,0,1,0,0,0,0,0,0,0,1
58,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,15.5,2000,118.9773467,1.907924108,0.100097758,2.080464431,0.711276369,0.038468655,0.058760437,1.534539343,0.072392178,0.260244928,0.454938298,0.545061702,55.53109647,17.78036874,8.542989733,0.865232596,11.6778,0.8739,49.44,5.0454,0.65678053,1.010017427,0.890311972,0.590589496,0,1,0,0,0,0,0,0,0,1
59,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,2000,94.99897016,1.91275305,0.096903517,2.083290172,0.724170967,0.044826876,0.060912019,1.531802921,0.075618901,0.226736314,0.430639282,0.569360718,55.80286379,19.0629177,9.099213182,0.85537781,15.1667,0.8257,44.81,5.6118,0.79561273,0.965304442,0.803005383,0.616734644,0,1,0,0,0,0,0,0,0,1
59,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,2000,81.94798354,1.910377147,0.096543157,2.081884621,0.74165232,0.044959531,0.062095701,1.52879702,0.076788979,0.206383946,0.418562946,0.581437054,55.45374777,18.95602133,8.986435608,0.854888304,14.8131,0.8613,52.72,6.7256,0.781445628,1.007500039,0.9507022,0.748416869,0,1,0,0,0,0,0,0,0,1
59,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,2000,82.55219588,1.909991413,0.095998157,2.081482579,0.768333068,0.044518142,0.061905341,1.529385162,0.07620034,0.206940534,0.417744369,0.582255631,55.33825981,18.56660067,8.741513886,0.850802499,14.9906,0.8644,54.51,7.0631,0.807396048,1.015981971,0.985032782,0.807995056,0,1,0,0,0,0,0,0,0,1
60,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,1000,106.6905567,1.908184654,0.09630677,2.080705548,0.778119373,0.036717696,0.060691506,1.53226981,0.073835455,0.24602969,0.432467725,0.567532275,54.33472655,17.85654004,8.376811534,0.863383902,13.5689,0.8701,50.12,5.9174,0.759884052,1.007778808,0.922430335,0.706402427,0,1,0,0,0,0,0,0,0,1
60,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,1000,123.913249,1.907768941,0.098670975,2.080381659,0.749914333,0.03402631,0.058522618,1.535009999,0.071944917,0.270112572,0.45185099,0.54814901,55.16270359,17.46282979,8.340194172,0.865796842,13.3588,0.8763,50.15,5.8709,0.764984837,1.012131204,0.909128754,0.703928455,0,1,0,0,0,0,0,0,0,1
60,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,1000,130.5546144,1.907743273,0.098965068,2.080226197,0.752531767,0.03276084,0.058538714,1.535411371,0.071740623,0.281837861,0.452211957,0.547788043,55.24373189,16.86442248,8.105640189,0.870027217,11.2799,0.8768,37.22,3.6812,0.668857769,1.007784565,0.673741594,0.4541529,0,1,0,0,0,0,0,0,0,1
60,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,1000,134.2721512,1.904775542,0.10095426,2.078122005,0.729149524,0.029795218,0.057183569,1.535617066,0.07087872,0.283448309,0.464414032,0.535585968,54.46274293,16.26706864,7.698013754,0.868900153,12.545,0.8821,48.35,5.35,0.771189959,1.015191443,0.887762852,0.694984469,0,1,0,0,0,0,0,0,0,1
61,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,1000,131.582552,1.901543536,0.100688008,2.078014924,0.737983666,0.03027919,0.059141995,1.532153833,0.071968695,0.282800115,0.455305083,0.544694917,54.33520864,16.88105699,7.93870645,0.86550338,11.9089,0.6657,36.36,2.8831,0.70545938,0.769147776,0.669179357,0.363169997,0,1,0,0,0,0,0,0,0,1
61,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,1000,132.3097813,1.900859877,0.100410233,2.077372674,0.754948502,0.031002434,0.059132055,1.532094075,0.071662119,0.283771,0.45493287,0.54506713,53.87166398,16.97656965,7.89657884,0.863433005,12.918,0.873,47.92,5.4041,0.760931111,1.011080182,0.889521438,0.684359659,0,1,0,0,0,0,0,0,0,1
61,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,1000,131.1057057,1.899298357,0.102684936,2.076694505,0.708827157,0.031761891,0.058118083,1.531969384,0.071343077,0.278483743,0.464233147,0.535766853,55.09498964,16.43554871,7.855373879,0.867502124,12.0572,0.8802,48.68,5.1659,0.733604957,1.014637285,0.883564918,0.657626242,0,1,0,0,0,0,0,0,0,1
61,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,1000,143.5978348,1.899056736,0.102561409,2.076160653,0.724179316,0.023069849,0.057197318,1.533076518,0.070327233,0.29685496,0.472477425,0.527522575,54.16970059,16.57866709,7.769183994,0.865106074,11.7995,0.6938,35.26,2.8862,0.711727905,0.801982579,0.650917388,0.371493326,0,1,0,0,0,0,0,0,0,1
62,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,3000,68.43133403,1.908151612,0.098074321,2.079771756,0.7,0.04101988,0.061505196,1.527135437,0.077330498,0.182528112,0.41797854,0.58202146,56.48848353,18.6240766,8.9692023,0.852548617,14.5646,0.8637,55.95,7.0379,0.782030718,1.013080055,0.990467375,0.784674017,0,1,0,0,0,0,0,0,0,1
62,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,3000,65.66376192,1.909140894,0.097631905,2.081033186,0.7,0.03987961,0.061538842,1.527168182,0.077371472,0.178256806,0.414712004,0.585287996,56.5137758,18.60814775,8.95143832,0.851207327,14.9504,0.8588,55.05,7.0683,0.803433002,1.008919887,0.974098779,0.789627292,0,1,0,0,0,0,0,0,0,1
62,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,3000,68.76652433,1.908069652,0.098071785,2.079598914,0.7,0.042834552,0.061420583,1.526956915,0.077585481,0.183390835,0.415964292,0.584035708,56.49190664,18.39642373,8.875332262,0.854013987,13.5936,0.8593,55.02,6.4269,0.738926228,1.006189609,0.973944823,0.724130636,0,1,0,0,0,0,0,0,0,1
62,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,0,13,3000,65.26644182,1.909106238,0.097355431,2.081419319,0.7,0.040371136,0.061567236,1.526768503,0.077511943,0.177659371,0.413215942,0.586784058,56.70394266,18.33138781,8.86750781,0.85308632,13.4085,0.8601,56.48,6.5133,0.731450348,1.008221536,0.996050669,0.734513027,0,1,0,0,0,0,0,0,0,1
63,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,3000,71.40362386,1.901362772,0.099130599,2.077975496,0.7,0.041050503,0.062473091,1.523618854,0.077553109,0.188708984,0.415906078,0.584093922,55.24956791,18.83991189,8.753581197,0.840965174,14.6384,0.2431,27.21,0.9684,0.776988772,0.289072613,0.492492539,0.110629008,0,1,0,0,0,0,0,0,0,1
63,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,3000,70.35114498,1.899623364,0.100060652,2.075636156,0.7,0.041137362,0.062279152,1.523131459,0.077592804,0.186533421,0.416972671,0.583027329,55.32768449,18.71531407,8.719059524,0.842034775,15.2782,0.6606,35.57,3.5906,0.816347508,0.784528169,0.642896957,0.41181047,0,1,0,0,0,0,0,0,0,1
63,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,3000,72.38775995,1.899819912,0.100027269,2.075824796,0.7,0.042414024,0.062320906,1.523393624,0.077710144,0.190189917,0.417060141,0.582939859,55.228876,18.52760284,8.594099461,0.83987555,14.0046,0.8563,55.28,6.6288,0.755877602,1.019555814,1.000925675,0.771319907,0,1,0,0,0,0,0,0,0,1
63,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,2,13,3000,67.23937375,1.899132466,0.100226018,2.074917522,0.7,0.041845495,0.06203304,1.522528878,0.077755459,0.180707687,0.417011245,0.582988755,55.12338592,18.36585724,8.533580342,0.842915794,13.461,0.8563,55.52,6.4001,0.732936112,1.015878462,1.007195024,0.749990009,0,1,0,0,0,0,0,0,0,1
64,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,1,13,2000,90.64957323,1.902458084,0.09988412,2.079082016,0.7,0.044914868,0.062178328,1.526502052,0.076400286,0.220078142,0.426806969,0.573193031,56.89748739,18.43923703,9.007515544,0.858556707,14.5575,0.8659,52.11,6.5695,0.789484943,1.008553067,0.915857666,0.729335405,0,1,0,0,0,0,0,0,0,1
64,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,1,13,2000,93.59887502,1.903553155,0.100137489,2.079147638,0.7,0.045745289,0.061783959,1.52761322,0.076093954,0.225025053,0.431022651,0.568977349,56.61151274,18.34686234,8.915306107,0.858360446,14.4096,0.8702,53.09,6.6565,0.7853986,1.013793219,0.937795113,0.746637291,0,1,0,0,0,0,0,0,0,1
64,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,1,13,2000,91.84339741,1.902655724,0.100103847,2.078558548,0.7,0.045777263,0.061884378,1.526870552,0.076365821,0.222319876,0.426958354,0.573041646,56.65754378,18.29254702,8.899261641,0.858661621,14.3049,0.8703,53.45,6.6548,0.78200701,1.013554092,0.943387172,0.747792375,0,1,0,0,0,0,0,0,0,1
