ID,Donor,Acceptor,DA,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,Layer thickness [nm],features_D.1.c_UV,features_D.1a.w_UV,features_D.1a.c_UV,features_D.2.a_UV,features_A.0.a_UV,features_A.1.w_UV,features_A.1.c_UV,features_A.1a.w_UV,features_atot_UV,features_XD_UV,features_XA_UV,FF_IV,JSC_IV,PCE_IV,VOC_IV,Deg_JSC_IV,Deg_VOC_IV,Deg_FF_IV,Deg_PCE_IV,Retained_JSC_IV,Retained_VOC_IV,Retained_FF_IV,Retained_PCE_IV,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127
64,PTVT-T,PY-IT,PTVT-T-PY-IT,CF,1,13,2000,91.09908236,1.90247079,0.100143285,2.078321856,0.7,0.045576257,0.06213649,1.526388656,0.076542539,0.220088433,0.428175836,0.571824164,55.23398395,18.43540625,8.687021091,0.853123282,14.1005,0.8203,45.14,5.221,0.764859738,0.961525746,0.817250482,0.601011549,0,1,0,0,0,0,0,0,0,1
65,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,18,2000,171.7229632,1.898853589,0.098149384,2.075435746,0.817780745,1.83015E-22,0.060803136,1.544051718,0.084312797,0.553213775,0.403390828,0.596609172,62.792998,19.68584513,10.3521724,0.837464127,13.0696,0.821,48.05,5.1559,0.663908504,0.980340499,0.765212707,0.498050052,0,1,0,0,0,0,0,0,1,0
65,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,18,2000,177.2565868,1.898169431,0.097954683,2.075386649,0.825795049,1.29359E-22,0.060445076,1.542509897,0.084209516,0.568387785,0.40343481,0.59656519,62.86793728,19.53896813,10.26920401,0.835999362,13.9064,0.8223,53.25,6.0894,0.711726428,0.983613191,0.847013634,0.592976826,0,1,0,0,0,0,0,0,1,0
65,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,18,2000,182.9731572,1.895687438,0.097081097,2.076292464,0.8644759,3.37968E-23,0.056372384,1.532722241,0.082721076,0.590162337,0.391047969,0.608952031,60.9919408,20.19425602,10.24708354,0.831955249,13.8653,0.819,52.62,5.9747,0.686596227,0.98442795,0.862736934,0.583063462,0,1,0,0,0,0,0,0,1,0
65,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,18,2000,173.6596668,1.903054849,0.09778668,2.076501367,0.81028855,1.20116E-21,0.063044607,1.554094773,0.086415156,0.559469614,0.406701381,0.593298619,61.32094482,19.74207453,10.14408521,0.837936799,13.7873,0.8181,51.49,5.8083,0.698371388,0.976326617,0.839680474,0.572579969,0,1,0,0,0,0,0,0,1,0
66,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,15.5,2000,130.3198824,1.902633559,0.098319559,2.076734389,0.789019557,4.35397E-22,0.06283767,1.549192655,0.086720463,0.436228397,0.39687211,0.60312789,67.62032367,20.14288724,11.44865399,0.840534344,4.3333,0.8157,48.94,1.7299,0.215128047,0.9704541,0.723746905,0.151100732,0,1,0,0,0,0,0,0,1,0
66,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,15.5,2000,133.3108557,1.900685732,0.09865542,2.07643804,0.786903083,5.12326E-19,0.061726091,1.546278163,0.085550405,0.44337358,0.398666435,0.601333565,68.05053739,19.97856899,11.40831673,0.839123016,11.8144,0.8146,52.1,5.0144,0.591353665,0.970775422,0.765607473,0.439538989,0,1,0,0,0,0,0,0,1,0
66,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,15.5,2000,124.1007252,1.902233553,0.098604322,2.077866286,0.774296328,1.97929E-21,0.062909796,1.546141821,0.087005263,0.419325504,0.393835347,0.606164653,67.87483084,19.95989746,11.4014401,0.841574648,1.4205,0.8105,46.38,0.534,0.0711677,0.963075589,0.68331662,0.046836189,0,1,0,0,0,0,0,0,1,0
66,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,15.5,2000,133.9708079,1.906240275,0.096859852,2.078750208,0.808632011,3.16293E-22,0.063654985,1.555724559,0.087579058,0.449548666,0.394377499,0.605622501,65.59898365,20.47675328,11.26499785,0.838634848,0.0258,0.1607,24.97,0.001,0.001259965,0.191620943,0.380646141,8.87705E-05,0,1,0,0,0,0,0,0,1,0
67,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,2000,87.2299703,1.908536151,0.096869903,2.081041847,0.761498675,0.068095505,0.068168019,1.548993869,0.094487585,0.322868316,0.367599516,0.632400484,69.40330437,20.4268043,12.01541403,0.847536019,14.124,0.819,59.6,6.8949,0.691444427,0.966330612,0.858748737,0.573837904,0,1,0,0,0,0,0,0,1,0
67,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,2000,83.58240408,1.909260845,0.096427195,2.081386551,0.765098766,0.070295431,0.068796514,1.548818303,0.095552292,0.31482075,0.361879247,0.638120753,69.69114167,20.33997966,12.01303725,0.847470775,14.2277,0.8218,61.07,7.1403,0.699494308,0.969708955,0.876295014,0.594379244,0,1,0,0,0,0,0,0,1,0
67,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,2000,83.59790804,1.910889126,0.095686089,2.081984932,0.770703625,0.072522331,0.0690101,1.5508581,0.095934205,0.315415078,0.361142007,0.638857993,68.6043578,20.5801492,11.96086014,0.847153657,15.2331,0.8247,60.82,7.64,0.740184138,0.973495178,0.886532604,0.638750049,0,1,0,0,0,0,0,0,1,0
67,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,2000,87.66873251,1.911188432,0.095650506,2.082800015,0.764977283,0.071191687,0.068253481,1.551376805,0.094884325,0.32379213,0.368328843,0.631671157,68.17229366,20.65573233,11.9093288,0.845743722,14.4692,0.8173,58.57,6.9266,0.700493198,0.966368391,0.859146683,0.581611283,0,1,0,0,0,0,0,0,1,0
68,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,1000,127.6524252,1.904028674,0.098382061,2.078111982,0.784151692,7.67973E-12,0.063972944,1.551231477,0.088221976,0.430351915,0.393028509,0.606971491,66.35271694,19.69548003,10.94833777,0.837766339,14.6126,0.821,54.91,6.5872,0.741926573,0.979986855,0.827547123,0.60166211,0,1,0,0,0,0,0,0,1,0
68,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,1000,133.371838,1.904887993,0.098166248,2.078358174,0.783617038,1.26662E-23,0.063594833,1.554333207,0.087817477,0.444543992,0.398542807,0.601457193,66.23803243,19.45169875,10.79217204,0.837613949,14.625,0.8229,54.13,6.5143,0.751862353,0.982433496,0.817204226,0.603613432,0,1,0,0,0,0,0,0,1,0
68,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,1000,213.557571,1.907899198,0.094768056,2.075687158,0.931050111,6.64846E-23,0.065674534,1.556546505,0.089555679,0.680418464,0.392453345,0.607546655,63.49772473,20.10500362,10.58445486,0.829098588,14.7028,0.8241,54.63,6.6199,0.73130054,0.993971057,0.860345788,0.625436084,0,1,0,0,0,0,0,0,1,0
69,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,1000,125.5676587,1.897022109,0.102405462,2.075203647,0.7,0.008047295,0.063534939,1.546533818,0.088342515,0.414405765,0.411720767,0.588279233,65.49610737,20.65537624,11.17725828,0.826202847,14.9238,0.8178,54.72,6.6782,0.722514072,0.989829559,0.835469499,0.597481049,0,1,0,0,0,0,0,0,1,0
69,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,1000,183.7052027,1.894698631,0.101723899,2.079346463,0.7,8.50047E-18,0.062152227,1.5421864,0.086060207,0.538708163,0.459050848,0.540949152,63.70604656,21.04093193,11.00246056,0.82081294,14.0585,0.8133,53.34,6.0988,0.668150063,0.990846952,0.83728316,0.554312371,0,1,0,0,0,0,0,0,1,0
69,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,1000,146.2310852,1.892161475,0.103483506,2.071246391,0.725507873,5.41682E-21,0.060055775,1.540178442,0.085341368,0.466238479,0.421045746,0.578954254,65.31134793,20.31340953,10.96417057,0.826426647,14.6138,0.8198,54.67,6.5503,0.719416402,0.991981567,0.837067397,0.597427772,0,1,0,0,0,0,0,0,1,0
69,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,1000,138.9530071,1.888304667,0.102803203,2.072761503,0.737708856,1.13693E-21,0.055015775,1.529448383,0.083110541,0.452010882,0.405759887,0.594240113,65.66253978,19.96969338,10.82943664,0.825879699,14.3149,0.4538,31.46,2.0436,0.716831237,0.5494747,0.479116405,0.188707877,0,1,0,0,0,0,0,0,1,0
70,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,3000,70.14356702,1.909799578,0.095699647,2.082380696,0.776062728,0.066464608,0.070484297,1.546315818,0.098658868,0.281185368,0.345010758,0.654989242,68.88243336,19.60410313,11.44483166,0.847527795,14.376,0.8147,53.7,6.2892,0.733315873,0.961266409,0.779589184,0.549523155,0,1,0,0,0,0,0,0,1,0
70,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,3000,66.73398667,1.910222472,0.095324583,2.082602484,0.778742127,0.061897023,0.070801108,1.545587363,0.099458355,0.272943062,0.340409177,0.659590823,69.64868084,19.29900876,11.4072913,0.84866176,14.1434,0.8276,62.49,7.3146,0.732856292,0.975182386,0.89721728,0.641221462,0,1,0,0,0,0,0,0,1,0
70,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,3000,78.35782619,1.91146529,0.09505434,2.082691448,0.790395575,0.074627032,0.069630517,1.55057399,0.097128152,0.301774036,0.353516355,0.646483645,69.72608794,19.19951328,11.36335865,0.848830929,14.5009,0.8302,62.96,7.5796,0.755274355,0.978051072,0.902961888,0.667021101,0,1,0,0,0,0,0,0,1,0
70,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,0,13,3000,64.97325302,1.910257389,0.095550062,2.082782568,0.774195841,0.062949607,0.070869578,1.545477118,0.099718229,0.267428772,0.340837135,0.659162865,69.99414047,19.10212451,11.34823237,0.848759921,14.2962,0.8277,60.8,7.194,0.7484089,0.975187423,0.868644141,0.633931327,0,1,0,0,0,0,0,0,1,0
71,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,3000,68.68412709,1.898071158,0.101116256,2.077371051,0.700000004,0.055396261,0.06964614,1.535916964,0.098331631,0.271091318,0.361982443,0.638017557,68.65177227,20.13265779,11.47193485,0.830010922,13.7329,0.8157,60.57,6.7848,0.68212057,0.982758152,0.882278753,0.591425953,0,1,0,0,0,0,0,0,1,0
71,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,3000,68.91410258,1.898317643,0.100918462,2.077514408,0.700000013,0.055392431,0.069686801,1.536052983,0.098419149,0.272874104,0.35957246,0.64042754,67.93916912,20.22940883,11.40756198,0.830021638,13.6865,0.8186,63.4,7.1026,0.676564506,0.986239349,0.933187745,0.622622083,0,1,0,0,0,0,0,0,1,0
71,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,3000,66.43088415,1.898083622,0.101036285,2.077640581,0.700000001,0.052153892,0.069828524,1.535204272,0.098821793,0.266286822,0.357673998,0.642326002,68.1342078,20.0741822,11.33475352,0.828722267,14.2171,0.8178,61.6,7.1616,0.708228104,0.986820353,0.904097985,0.631826708,0,1,0,0,0,0,0,0,1,0
71,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,2,13,3000,68.07714685,1.898113667,0.100993917,2.077435316,0.700000033,0.054351524,0.069726884,1.535977856,0.098495234,0.2703087,0.359751621,0.640248379,67.92500144,20.08468016,11.30493266,0.828654328,14.0522,0.8186,63.03,7.2497,0.699647686,0.98786668,0.927935203,0.641286438,0,1,0,0,0,0,0,0,1,0
72,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,1,13,2000,80.32941377,1.899441593,0.100774078,2.077096958,0.700000138,0.069291612,0.068034137,1.54016997,0.095739172,0.29965885,0.374989358,0.625010642,69.18930122,20.76195456,11.94930565,0.831831743,14.7635,0.8231,62.28,7.5679,0.711084304,0.989502994,0.900139167,0.633333871,0,1,0,0,0,0,0,0,1,0
72,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,1,13,2000,79.65266569,1.896521941,0.10115998,2.075948718,0.7,0.056788131,0.067750251,1.538076215,0.094043913,0.295022999,0.3808637,0.6191363,68.59526917,20.49547528,11.68143541,0.830890997,14.6024,0.5343,31.77,2.4788,0.71246945,0.643044638,0.463151474,0.212199949,0,1,0,0,0,0,0,0,1,0
72,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,1,13,2000,83.47310112,1.898474649,0.101266955,2.076938405,0.700646126,0.062215933,0.067410547,1.53886078,0.094775594,0.306831437,0.378260332,0.621739668,69.90200542,19.93204799,11.59952939,0.832527926,14.6953,0.8258,62.01,7.5251,0.737269949,0.991918678,0.887099013,0.648741837,0,1,0,0,0,0,0,0,1,0
72,PTVT-T,L8-BO,PTVT-T-L8-BO,CF,1,13,2000,85.51678214,1.898201666,0.101460006,2.076417601,0.700000006,0.059586144,0.066903937,1.539239382,0.094129419,0.312224535,0.380526823,0.619473177,69.20661441,20.10536118,11.57862167,0.832141881,15.0549,0.8267,62,7.7169,0.748800276,0.993460393,0.895868127,0.666478292,0,1,0,0,0,0,0,0,1,0
73,PTQ10,ITIC,PTQ10-ITIC,xylene,0,30,2000,94.99668329,2.053958062,0.086954152,2.219320319,0.952205069,0.046335961,0.083257968,1.781453109,0.076061349,0.309355639,0.336087088,0.663912912,58.99711192,15.21630602,9.170203109,1.021501406,5.694,0.8986,38.54,1.9718,0.374203831,0.879685524,0.653252316,0.2150225,0,0,1,0,0,0,1,0,0,0
73,PTQ10,ITIC,PTQ10-ITIC,xylene,0,30,2000,94.14747557,2.053359458,0.087781911,2.219075331,0.925227798,0.041339854,0.08221586,1.781789645,0.075467615,0.307208189,0.342410133,0.657589867,57.93271929,15.38411466,9.081451125,1.018963969,5.6239,0.8875,37.14,1.8536,0.365565398,0.870982711,0.641088498,0.204108349,0,0,1,0,0,0,1,0,0,0
73,PTQ10,ITIC,PTQ10-ITIC,xylene,0,30,2000,93.69235386,2.053115063,0.087685886,2.218948982,0.924089876,0.041926166,0.08226992,1.781778916,0.075645868,0.305816778,0.341878174,0.658121826,57.93797615,15.29648761,9.037858833,1.019789448,5.1584,0.8752,36.97,1.6693,0.337227743,0.858216372,0.638096158,0.184700827,0,0,1,0,0,0,1,0,0,0
73,PTQ10,ITIC,PTQ10-ITIC,xylene,0,30,2000,90.84625555,2.053370136,0.087317921,2.219459403,0.928183086,0.040899635,0.082865568,1.78066889,0.076180913,0.299712431,0.336938239,0.663061761,57.11710728,15.30831769,8.892655017,1.01703939,5.9658,0.869,34.48,1.7878,0.389709707,0.854440849,0.603672028,0.20104232,0,0,1,0,0,0,1,0,0,0
74,PTQ10,ITIC,PTQ10-ITIC,xylene,0,28,2000,89.26003291,2.053091698,0.08749991,2.219227676,0.919029474,0.04036885,0.083019298,1.781152913,0.076300268,0.294688854,0.33792504,0.66207496,58.09523635,15.92495669,9.350581633,1.010694363,5.8442,0.895,36.65,1.917,0.36698373,0.885529823,0.630860675,0.205013985,0,0,1,0,0,0,1,0,0,0
74,PTQ10,ITIC,PTQ10-ITIC,xylene,0,28,2000,89.48794657,2.053384554,0.087249023,2.219569916,0.922316227,0.039929053,0.083026363,1.781081325,0.076352535,0.29560704,0.337637514,0.662362486,58.35967233,15.73934121,9.278250753,1.010105441,5.7845,0.9076,38.04,1.9971,0.367518559,0.898520059,0.651819972,0.215245314,0,0,1,0,0,0,1,0,0,0
74,PTQ10,ITIC,PTQ10-ITIC,xylene,0,28,2000,91.39804652,2.053085686,0.087582965,2.219175853,0.921106638,0.041475619,0.082493145,1.781407298,0.076092679,0.298706642,0.342323137,0.657676863,57.91321844,15.82721823,9.25970976,1.010217954,5.8923,0.8991,37.34,1.9782,0.372289048,0.89000596,0.644757812,0.213635206,0,0,1,0,0,0,1,0,0,0
74,PTQ10,ITIC,PTQ10-ITIC,xylene,0,28,2000,89.00389464,2.053559042,0.087150423,2.219651964,0.92433247,0.040921865,0.083179525,1.780882632,0.076465313,0.29441483,0.336330189,0.663669811,57.88272789,15.78730413,9.226043232,1.009621335,5.6337,0.8832,36.08,1.795,0.356850033,0.874783416,0.623329296,0.194557944,0,0,1,0,0,0,1,0,0,0
75,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,2000,82.78425076,2.051912916,0.087846804,2.219126238,0.895317945,0.037685967,0.083889272,1.77872075,0.07741797,0.278021153,0.333733747,0.666266253,57.7004004,16.30767248,9.456308531,1.004964744,7.8291,0.9285,37.43,2.7209,0.480086904,0.923913008,0.648695672,0.287733844,0,0,1,0,0,0,1,0,0,0
75,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,2000,81.83202324,2.051854199,0.0881464,2.219049616,0.885937697,0.03711151,0.083970252,1.778431385,0.077452798,0.275317521,0.334145947,0.665854053,57.04339722,16.24902176,9.285419933,1.001772135,7.7479,0.9271,37.81,2.7158,0.476822551,0.92545996,0.662828686,0.292480041,0,0,1,0,0,0,1,0,0,0
75,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,2000,84.59838706,2.0524004,0.087651603,2.219243801,0.904582042,0.038024582,0.083601812,1.779785292,0.077102951,0.282065896,0.336477555,0.663522445,56.78032467,16.08202088,9.151171683,1.002162643,7.7735,0.9178,36.79,2.625,0.483365869,0.91581941,0.64793571,0.286848514,0,0,1,0,0,0,1,0,0,0
75,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,2000,84.34471845,2.051684397,0.088020208,2.218770447,0.894826899,0.037661396,0.083500314,1.779802769,0.077175643,0.2806323,0.33876073,0.66123927,56.37353095,16.11511216,9.089969912,1.000584741,8.1246,0.9313,37.96,2.8725,0.504160314,0.930755749,0.673365662,0.316007647,0,0,1,0,0,0,1,0,0,0
76,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,1000,120.8514773,2.037068422,0.100716646,2.207895217,0.734602121,0.031233735,0.07197616,1.779712413,0.066614999,0.336640086,0.44232774,0.55767226,53.98992893,15.39305811,8.367749393,1.006864434,6.8402,0.9643,41.75,2.7538,0.44436914,0.957725755,0.773292368,0.329096854,0,0,1,0,0,0,1,0,0,0
76,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,1000,121.7338489,2.037661338,0.100250879,2.207471409,0.748137379,0.0317718,0.072505502,1.779988226,0.06728624,0.34040022,0.43853473,0.56146527,53.85773981,15.39483927,8.356601227,1.007874356,6.8705,0.9579,41,2.6984,0.44628592,0.950416085,0.761264772,0.322906398,0,0,1,0,0,0,1,0,0,0
76,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,1000,124.4338849,2.034128012,0.102114322,2.206179256,0.71536489,0.029993179,0.070406015,1.77874967,0.064965702,0.339171907,0.454964719,0.545035281,52.97302943,15.65185112,8.340402582,1.00592707,6.8606,0.9546,41.56,2.722,0.438325151,0.948975357,0.784550184,0.326363143,0,0,1,0,0,0,1,0,0,0
76,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,1000,130.7159757,2.03240329,0.103004376,2.203943547,0.715205939,0.024609462,0.06968599,1.778289062,0.06436482,0.351600732,0.463262276,0.536737724,52.6707416,15.39230055,8.156787664,1.006111676,6.6543,0.9543,41.72,2.6492,0.432313544,0.948503057,0.792090613,0.32478472,0,0,1,0,0,0,1,0,0,0
77,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,1000,126.5404986,2.039701624,0.100835428,2.209468854,0.739300816,0.033239425,0.074827384,1.776191078,0.066646651,0.358639547,0.429136753,0.570863247,54.91342376,15.9715459,8.927294528,1.017874858,5.008,0.8917,37.21,1.6617,0.313557625,0.876040893,0.677612093,0.18613702,0,0,1,0,0,0,1,0,0,0
77,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,1000,128.0787394,2.03325813,0.103200305,2.20484817,0.700000001,0.024898339,0.070120824,1.776917802,0.064333875,0.342146924,0.468478168,0.531521832,54.41343569,16.23053681,8.92203911,1.010241233,5.2931,0.8912,38.15,1.7997,0.326119836,0.882165537,0.701113604,0.201713978,0,0,1,0,0,0,1,0,0,0
77,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,1000,123.4114487,2.034756483,0.102550312,2.206263947,0.7,0.029955108,0.071325351,1.777202778,0.065696439,0.334931353,0.458614017,0.541385983,53.91643826,16.12858123,8.801802234,1.012171828,4.9312,0.8838,37.9,1.6516,0.30574295,0.873171902,0.702939608,0.187643389,0,0,1,0,0,0,1,0,0,0
77,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,1000,128.2703139,2.033353012,0.103198522,2.204935347,0.7,0.02500643,0.070221605,1.776918238,0.064453759,0.34318293,0.467570649,0.532429351,53.4978078,16.14592945,8.725771687,1.010194056,5.267,0.8922,38.54,1.8109,0.326212252,0.883196644,0.720403351,0.207534653,0,0,1,0,0,0,1,0,0,0
78,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,3000,61.82183875,2.044764968,0.092642471,2.216652259,0.773366209,0.028216742,0.082758636,1.770915446,0.077524113,0.219883585,0.330344613,0.669655387,57.88325199,14.7784869,8.350109425,0.976133625,8.531,0.9284,36.91,2.9238,0.577258014,0.951099292,0.63766286,0.3501511,0,0,1,0,0,0,1,0,0,0
78,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,3000,62.07127368,2.044273152,0.092838344,2.216118456,0.769334383,0.027951892,0.082753916,1.771729965,0.077513276,0.219736168,0.3336782,0.6663218,57.30490388,14.73451034,8.222829322,0.973853836,8.5038,0.9272,37.13,2.9272,0.57713489,0.952093595,0.647937567,0.355984526,0,0,1,0,0,0,1,0,0,0
78,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,3000,62.02329185,2.044829015,0.092519622,2.216510981,0.777242618,0.027075439,0.082714781,1.771349547,0.077519001,0.220416961,0.331269891,0.668730109,56.98316507,14.56436449,8.02980516,0.967535481,8.2566,0.385,27.93,0.8877,0.566904241,0.397918224,0.490144764,0.110550628,0,0,1,0,0,0,1,0,0,0
78,PTQ10,ITIC,PTQ10-ITIC,xylene,0,26,3000,63.03902472,2.045206801,0.092215408,2.216698611,0.783365407,0.029175979,0.08299814,1.77170998,0.077690082,0.222968419,0.331209821,0.668790179,55.58302535,14.84372767,7.948932607,0.963437742,7.8041,0.9172,37.23,2.6646,0.525750686,0.952007545,0.669808809,0.335214818,0,0,1,0,0,0,1,0,0,0
79,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,3000,60.50092737,2.041915332,0.095989895,2.214596192,0.70110877,0.026756745,0.082276047,1.769418829,0.076326703,0.21105781,0.351886845,0.648113155,59.13940465,14.63189696,8.467302506,0.978515014,9.057,0.9586,39.24,3.4068,0.618990144,0.979647717,0.663516994,0.402347737,0,0,1,0,0,0,1,0,0,0
79,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,3000,60.23420488,2.04162142,0.096113416,2.21436616,0.700000515,0.027280486,0.082263889,1.769061794,0.07631897,0.210565207,0.350436932,0.649563068,58.46898173,14.65625064,8.331831202,0.97228156,8.3011,0.867,33.35,2.4002,0.566386329,0.891717004,0.570387905,0.288075927,0,0,1,0,0,0,1,0,0,0
79,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,3000,61.96402019,2.042295613,0.095454218,2.214540104,0.715573013,0.029771002,0.082569966,1.769719178,0.07643961,0.21464146,0.350773816,0.649226184,57.87156203,14.67178267,8.264042565,0.973294917,8.1459,0.8898,33.6,2.4351,0.555208606,0.914214165,0.580596044,0.294662083,0,0,1,0,0,0,1,0,0,0
79,PTQ10,ITIC,PTQ10-ITIC,xylene,2,26,3000,60.33934153,2.041717128,0.096162324,2.214140275,0.700000221,0.026686276,0.0821992,1.769716273,0.076197588,0.21028628,0.353037956,0.646962044,58.09048905,14.53762505,8.203998836,0.971464856,8.96,0.9412,37.3,3.1454,0.616331758,0.968846165,0.642101669,0.383398397,0,0,1,0,0,0,1,0,0,0
80,PTQ10,ITIC,PTQ10-ITIC,xylene,1,26,2000,73.8659821,2.047604569,0.090507349,2.217753518,0.814718163,0.035255579,0.083863916,1.773374681,0.077893783,0.25031727,0.341825482,0.658174518,60.49887856,15.49935208,9.429915981,1.005650225,9.2171,0.959,36.98,3.2687,0.594676471,0.953611878,0.611251,0.346630872,0,0,1,0,0,0,1,0,0,0
80,PTQ10,ITIC,PTQ10-ITIC,xylene,1,26,2000,73.41650531,2.047465545,0.09106309,2.217440099,0.805532411,0.033313723,0.083719498,1.773812867,0.077514903,0.248777382,0.344563139,0.655436861,59.8360382,15.26167064,9.143986632,1.001314891,10.1163,0.9846,40.53,4.0366,0.662856658,0.983307058,0.677350995,0.441448589,0,0,1,0,0,0,1,0,0,0
80,PTQ10,ITIC,PTQ10-ITIC,xylene,1,26,2000,73.67193796,2.047184927,0.091253344,2.21740109,0.798582808,0.034828567,0.08371597,1.773652558,0.077645156,0.248964324,0.345360438,0.654639562,59.01334998,15.40965851,9.09232016,0.999842139,9.6092,0.9653,37.99,3.524,0.62358293,0.965452407,0.643752643,0.387579841,0,0,1,0,0,0,1,0,0,0
80,PTQ10,ITIC,PTQ10-ITIC,xylene,1,26,2000,73.02559457,2.046970048,0.091469157,2.217104476,0.797194738,0.033789449,0.083613259,1.773777431,0.077382074,0.247331568,0.34554806,0.65445194,59.25066596,15.21130685,8.994892205,0.998013003,9.9474,0.9389,34.7,3.2412,0.653947757,0.940769306,0.585647426,0.360337837,0,0,1,0,0,0,1,0,0,0
81,PTQ10,ITIC-4F,PTQ10-ITIC-4F,xylene,0,30,2000,90.69246046,2.051493626,0.088117005,2.21354053,0.926669908,0.060614812,0.078884639,1.730348661,0.079431481,0.237354607,0.478067916,0.521932084,61.34446956,19.2354088,10.96548787,0.929289698,5.8488,0.7946,38.94,1.81,0.304064242,0.855061669,0.634776049,0.165063335,0,0,1,0,0,0,0,1,0,0
81,PTQ10,ITIC-4F,PTQ10-ITIC-4F,xylene,0,30,2000,92.00042701,2.051330979,0.088163627,2.213320001,0.934254489,0.057022216,0.078732383,1.730929441,0.079382426,0.240228456,0.478810494,0.521189506,61.28574289,18.95748708,10.77946697,0.927805756,9.116,0.7748,39.43,2.7849,0.480865421,0.835088589,0.643379653,0.258352292,0,0,1,0,0,0,0,1,0,0
81,PTQ10,ITIC-4F,PTQ10-ITIC-4F,xylene,0,30,2000,90.87009889,2.051469006,0.0879829,2.213377472,0.930255945,0.060041115,0.078788378,1.73035561,0.079248043,0.237984699,0.477636135,0.522363865,61.31265228,18.96306853,10.77208922,0.92649104,4.256,0.784,26.99,0.9005,0.224436251,0.846203542,0.44020278,0.083595669,0,0,1,0,0,0,0,1,0,0
81,PTQ10,ITIC-4F,PTQ10-ITIC-4F,xylene,0,30,2000,90.76704698,2.05148712,0.088377109,2.213794922,0.924139012,0.059301348,0.078863337,1.73007042,0.079277547,0.237715306,0.478163476,0.521836524,60.47768113,19.10403334,10.71843086,0.927707382,7.7333,0.7702,38.12,2.2703,0.404799335,0.830218682,0.630315172,0.211812721,0,0,1,0,0,0,0,1,0,0
