plan_Info_PID,plan_Solutions_1_M1,plan_Solutions_1_M2,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,features_A.1.c_UV,features_A.1a.a_UV,features_A.1a.c_UV,features_A.1a.w_UV,features_A_UV,features_Atot_UV,features_D.1.w_UV,features_D.1a.a_UV,features_D.1a.c_UV,features_D.1a.w_UV,features_D.2.a_UV,features_D_UV,features_Dtot_UV,features_XA_UV,features_XD_UV,features_XamA_UV,features_XamD_UV,features_atot_UV,FF_IV,JSC_IV,PCE_IV,VOC_IV,date_IV,pos_IV,sigp_IV,xpos_IV,ypos_IV,EnergyLevel_HOMO_Acceptor,EnergyLevel_HOMO_Donor,EnergyLevel_LUMO_Acceptor,EnergyLevel_LUMO_Donor,EnergyLevel_Offset,plan2_Solutions_1_M1,plan2_Solutions_1_M2,plan2_Solutions_1_S1,FitSessionName,Overall_FitSessionName,date_UV,name_UV,pos_UV,res_UV,xpos_UV,ypos_UV,PseudoFeature_M1,PseudoFeature_M2,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127,Paper_PID
25372,PTVT-T_321032,L8-BO_321144,CF,0,18,2000,1.525728265,0.825,1.671353689,0.094215823,0.300425331,0.54827623,0.075484328,0.657790009,2.081713928,0.092329944,0.7,0.255365871,0.42334299,0.564291256,0.435708744,0.452054795,0.396787292,0.971619219,60.9919408,20.19425602,10.24708354,0.831955249,16.11.2023 17:38,B-3,2.34E-06,1.4,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:19,25372_188979_OD_x3y2,x3y2,0.028064359,1.4,0.6,2,4,0,1,0,0,0,0,0,0,1,0,65
25372,PTVT-T_321032,L8-BO_321144,CF,0,18,2000,1.548533601,0.768424928,1.698117657,0.097325941,0.300760675,0.531872675,0.070224099,0.756622433,2.080878991,0.094716588,0.700000001,0.233013291,0.409316375,0.565107164,0.434892836,0.434525049,0.430725703,0.94118905,61.32094482,19.74207453,10.14408521,0.837936799,16.11.2023 17:38,A-2,1.83E-06,1,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:19,25372_188979_OD_x2y1,x2y1,0.01366576,1,1.4,2,4,0,1,0,0,0,0,0,0,1,0,65
25373,PTVT-T_321032,L8-BO_321144,CF,0,15.5,2000,1.543319752,0.825,1.693407485,0.101257108,0.227000182,0.414275333,0.068748695,0.849966319,2.079365836,0.098644344,0.7,0.163158909,0.301838486,0.578504871,0.421495129,0.452054795,0.459449618,0.716113819,67.62032367,20.14288724,11.44865399,0.840534344,16.11.2023 17:41,A-1,2.67E-06,0.6,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:25,25373_188982_OD_x1y1,x1y1,0.011892444,0.6,1.4,2,4,0,1,0,0,0,0,0,0,1,0,66
25373,PTVT-T_321032,L8-BO_321144,CF,0,15.5,2000,1.53999995,0.825,1.689198897,0.099300099,0.229749706,0.419293214,0.069419314,0.830123255,2.078398727,0.098539781,0.7,0.16993532,0.31100258,0.574141625,0.425858375,0.452054795,0.453588715,0.730295795,68.05053739,19.97856899,11.40831673,0.839123016,16.11.2023 17:41,B-1,1.93E-06,0.6,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:25,25373_188982_OD_x1y2,x1y2,0.014309166,0.6,0.6,2,4,0,1,0,0,0,0,0,0,1,0,66
25373,PTVT-T_321032,L8-BO_321144,CF,0,15.5,2000,1.540400235,0.825,1.691903159,0.102070014,0.218885225,0.399465536,0.068005532,0.854870735,2.079847245,0.098090761,0.706440408,0.153020571,0.283833378,0.584613158,0.415386842,0.452054795,0.460878874,0.683298914,67.87483084,19.95989746,11.4014401,0.841574648,16.11.2023 17:41,A-3,1.36E-06,1.4,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:25,25373_188982_OD_x3y1,x3y1,0.01225182,1.4,1.4,2,4,0,1,0,0,0,0,0,0,1,0,66
25373,PTVT-T_321032,L8-BO_321144,CF,0,15.5,2000,1.550734657,0.825,1.70353071,0.103847922,0.236785001,0.432132628,0.0637783,1.2,2.074481176,0.106109529,0.840924005,0.132258916,0.290969615,0.597609304,0.402390696,0.452054795,0.545454545,0.723102242,65.59898365,20.47675328,11.26499785,0.838634848,16.11.2023 17:41,A-2,2.02E-06,1,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:25,25373_188982_OD_x2y1,x2y1,0.008235514,1,1.4,2,4,0,1,0,0,0,0,0,0,1,0,66
25374,PTVT-T_321032,L8-BO_321144,CF,0,13,2000,1.559228354,0.325,1.737276504,0.081753476,0.268696936,0.35602344,0.058741134,1.2,2.080876519,0.099876514,0.976839104,0.075073163,0.165160959,0.683104561,0.316895439,0.245283019,0.545454545,0.521184399,69.40330437,20.4268043,12.01541403,0.847536019,16.11.2023 17:43,A-1,5.41E-06,0.6,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:31,25374_188989_OD_x1y1,x1y1,0.00605898,0.6,1.4,2,4,0,1,0,0,0,0,0,0,1,0,67
25374,PTVT-T_321032,L8-BO_321144,CF,0,13,2000,1.559018097,0.325,1.738904035,0.08316752,0.262768982,0.348168901,0.058318006,1.2,2.081044431,0.098359494,1.010950547,0.070564298,0.155241455,0.691620458,0.308379542,0.245283019,0.545454545,0.503410356,69.69114167,20.33997966,12.01303725,0.847470775,16.11.2023 17:43,B-1,6.97E-06,0.6,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:31,25374_188989_OD_x1y2,x1y2,0.005826172,0.6,0.6,2,4,0,1,0,0,0,0,0,0,1,0,67
25374,PTVT-T_321032,L8-BO_321144,CF,0,13,2000,1.561084247,0.325,1.741394473,0.083797202,0.263531218,0.349178864,0.058205074,1.2,2.081456029,0.097082218,1.032185567,0.070133843,0.154294454,0.693539958,0.306460042,0.245283019,0.545454545,0.503473318,68.6043578,20.5801492,11.96086014,0.847153657,16.11.2023 17:43,B-3,2.36E-06,1.4,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:31,25374_188989_OD_x3y2,x3y2,0.006122544,1.4,0.6,2,4,0,1,0,0,0,0,0,0,1,0,67
25374,PTVT-T_321032,L8-BO_321144,CF,0,13,2000,1.561458137,0.325,1.739580106,0.08222906,0.269255654,0.356763742,0.059249677,1.2,2.082906374,0.098918501,0.968048734,0.07587184,0.166918048,0.681260545,0.318739455,0.245283019,0.545454545,0.52368179,68.17229366,20.65573233,11.9093288,0.845743722,16.11.2023 17:43,A-2,6.44E-06,1,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:31,25374_188989_OD_x2y1,x2y1,0.006643752,1,1.4,2,4,0,1,0,0,0,0,0,0,1,0,67
25375,PTVT-T_321032,L8-BO_321144,CF,0,13,1000,1.546616948,0.825,1.70027718,0.105327793,0.227752849,0.415648949,0.062533822,1.2,2.072642783,0.105774651,0.860586355,0.123833488,0.272433673,0.604068371,0.395931629,0.452054795,0.545454545,0.688082622,66.35271694,19.69548003,10.94833777,0.837766339,16.11.2023 17:46,B-2,3.59E-06,1,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:36,25375_188994_OD_x2y2,x2y2,0.009099152,1,0.6,2,4,0,1,0,0,0,0,0,0,1,0,68
25375,PTVT-T_321032,L8-BO_321144,CF,0,13,1000,1.549669935,0.825,1.702139005,0.104531023,0.234810767,0.42852965,0.063040534,1.2,2.073363115,0.106380847,0.840583777,0.131770438,0.289894964,0.5964852,0.4035148,0.452054795,0.545454545,0.718424615,66.23803243,19.45169875,10.79217204,0.837613949,16.11.2023 17:46,B-3,3.11E-06,1.4,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:36,25375_188994_OD_x3y2,x3y2,0.008357801,1.4,0.6,2,4,0,1,0,0,0,0,0,0,1,0,68
25375,PTVT-T_321032,L8-BO_321144,CF,0,13,1000,1.552691562,0.770197827,1.710787763,0.104382619,0.375424033,0.664574807,0.061371863,1.2,2.069457858,0.099974207,1.090096247,0.191381094,0.421038407,0.612165363,0.387834637,0.435091387,0.545454545,1.085613214,63.49772473,20.10500362,10.58445486,0.829098588,16.11.2023 17:46,A-3,2.05E-06,1.4,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:36,25375_188994_OD_x3y1,x3y1,0.010983663,1.4,1.4,2,4,0,1,0,0,0,0,0,0,1,0,68
25376,PTVT-T_321032,L8-BO_321144,CF,2,13,1000,1.542768394,0.825,1.700937237,0.10837654,0.223452353,0.407800544,0.059940186,1.2,2.069111158,0.105167174,0.856025018,0.123212415,0.271067313,0.600706808,0.399293192,0.452054795,0.545454545,0.678867857,65.49610737,20.65537624,11.17725828,0.826202847,16.11.2023 17:49,A-2,4.70E-06,1,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:42,25376_188999_OD_x2y1,x2y1,0.007444284,1,1.4,2,4,0,1,0,0,0,0,0,0,1,0,69
25376,PTVT-T_321032,L8-BO_321144,CF,2,13,1000,1.537418843,0.825,1.692867479,0.102722454,0.286359033,0.522605235,0.063098538,0.84545904,2.081322563,0.094717835,0.7,0.246440838,0.454796472,0.534688277,0.465311723,0.452054795,0.458129398,0.977401708,63.70604656,21.04093193,11.00246056,0.82081294,16.11.2023 17:49,B-2,3.89E-06,1,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:42,25376_188999_OD_x2y2,x2y2,0.02074544,1,0.6,2,4,0,1,0,0,0,0,0,0,1,0,69
25376,PTVT-T_321032,L8-BO_321144,CF,2,13,1000,1.534627667,0.825,1.683323511,0.099774392,0.242876173,0.443249016,0.067917128,0.800742571,2.071834476,0.098643882,0.7,0.194728217,0.35065539,0.55831535,0.44168465,0.452054795,0.444673538,0.793904406,65.31134793,20.31340953,10.96417057,0.826426647,16.11.2023 17:49,A-1,3.71E-06,0.6,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:42,25376_188999_OD_x1y1,x1y1,0.015182846,0.6,1.4,2,4,0,1,0,0,0,0,0,0,1,0,69
25376,PTVT-T_321032,L8-BO_321144,CF,2,13,1000,1.523673776,0.825,1.669957548,0.096609769,0.23341948,0.425990551,0.071149848,0.690193023,2.074164281,0.093781974,0.7,0.193628595,0.3272697,0.565529046,0.434470954,0.452054795,0.408351599,0.753260251,65.66253978,19.96969338,10.82943664,0.825879699,16.11.2023 17:49,B-1,6.02E-06,0.6,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:42,25376_188999_OD_x1y2,x1y2,0.024384734,0.6,0.6,2,4,0,1,0,0,0,0,0,0,1,0,69
25377,PTVT-T_321032,L8-BO_321144,CF,0,13,3000,1.556334667,0.325,1.740049174,0.08575924,0.234635564,0.310892123,0.05794233,1.2,2.081993256,0.096810244,1.050123054,0.057934669,0.127456271,0.709235227,0.290764773,0.245283019,0.545454545,0.438348394,68.88243336,19.60410313,11.44483166,0.847527795,16.11.2023 17:51,B-2,2.64E-05,1,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:48,25377_189000_OD_x2y2,x2y2,0.004587608,1,0.6,2,4,0,1,0,0,0,0,0,0,1,0,70
25377,PTVT-T_321032,L8-BO_321144,CF,0,13,3000,1.555509207,0.325,1.739308376,0.085819934,0.226871302,0.300604476,0.058283561,1.2,2.082333218,0.097218237,1.030846379,0.055598502,0.122316704,0.710781322,0.289218678,0.245283019,0.545454545,0.42292118,69.64868084,19.29900876,11.4072913,0.84866176,16.11.2023 17:51,B-3,5.39E-06,1.4,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:48,25377_189000_OD_x3y2,x3y2,0.004101107,1.4,0.6,2,4,0,1,0,0,0,0,0,0,1,0,70
25377,PTVT-T_321032,L8-BO_321144,CF,0,13,3000,1.560662943,0.325,1.742671888,0.085279594,0.252573222,0.33465952,0.05831476,1.2,2.082662655,0.095995863,1.067821981,0.064480685,0.141857506,0.702303383,0.297696617,0.245283019,0.545454545,0.476517026,69.72608794,19.19951328,11.36335865,0.848830929,16.11.2023 17:51,A-1,5.39E-06,0.6,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:48,25377_189000_OD_x1y1,x1y1,0.008539654,0.6,1.4,2,4,0,1,0,0,0,0,0,0,1,0,70
25377,PTVT-T_321032,L8-BO_321144,CF,0,13,3000,1.555376722,0.325,1.739784254,0.086197291,0.22256188,0.294894491,0.058115305,1.2,2.08240896,0.097102753,1.035230609,0.054370343,0.119614755,0.711430429,0.288569571,0.245283019,0.545454545,0.414509246,69.99414047,19.10212451,11.34823237,0.848759921,16.11.2023 17:51,B-1,4.89E-06,0.6,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:48,25377_189000_OD_x1y2,x1y2,0.004206175,0.6,0.6,2,4,0,1,0,0,0,0,0,0,1,0,70
25378,PTVT-T_321032,L8-BO_321144,CF,2,13,3000,1.545908853,0.325,1.730355647,0.083437117,0.22549663,0.298783035,0.057397944,1.2,2.077715784,0.104911346,0.885103279,0.061622313,0.135569089,0.687882062,0.312117938,0.245283019,0.545454545,0.434352125,68.65177227,20.13265779,11.47193485,0.830010922,16.11.2023 17:54,A-1,7.61E-06,0.6,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:54,25378_189010_OD_x1y1,x1y1,0.003652192,0.6,1.4,2,4,0,1,0,0,0,0,0,0,1,0,71
25378,PTVT-T_321032,L8-BO_321144,CF,2,13,3000,1.546032572,0.325,1.730494063,0.083509463,0.226933535,0.300686933,0.057389727,1.2,2.077832701,0.104631347,0.887511126,0.061320854,0.13490588,0.690293605,0.309706395,0.245283019,0.545454545,0.435592813,67.93916912,20.22940883,11.40756198,0.830021638,16.11.2023 17:54,A-2,7.98E-06,1,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:54,25378_189010_OD_x2y1,x2y1,0.003678126,1,1.4,2,4,0,1,0,0,0,0,0,0,1,0,71
25378,PTVT-T_321032,L8-BO_321144,CF,2,13,3000,1.545171612,0.325,1.729646742,0.083425997,0.220922504,0.292722318,0.057442789,1.2,2.078122516,0.105274734,0.873437697,0.05968947,0.131316835,0.69031908,0.30968092,0.245283019,0.545454545,0.424039153,68.1342078,20.0741822,11.33475352,0.828722267,16.11.2023 17:54,B-3,9.20E-06,1.4,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:54,25378_189010_OD_x3y2,x3y2,0.003418271,1.4,0.6,2,4,0,1,0,0,0,0,0,0,1,0,71
25378,PTVT-T_321032,L8-BO_321144,CF,2,13,3000,1.545987146,0.325,1.730462589,0.083457995,0.224669872,0.29768758,0.057387016,1.2,2.077692963,0.104818583,0.886032159,0.060857996,0.13388759,0.689769941,0.310230059,0.245283019,0.545454545,0.431575171,67.92500144,20.08468016,11.30493266,0.828654328,16.11.2023 17:54,B-2,7.91E-06,1,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:54,25378_189010_OD_x2y2,x2y2,0.008255633,1,0.6,2,4,0,1,0,0,0,0,0,0,1,0,71
25379,PTVT-T_321032,L8-BO_321144,CF,1,13,2000,1.550117984,0.325,1.732567453,0.082664951,0.251284632,0.332952138,0.057369984,1.2,2.076945775,0.103150165,0.92225988,0.071012691,0.156227921,0.680633096,0.319366904,0.245283019,0.545454545,0.489180059,69.18930122,20.76195456,11.94930565,0.831831743,16.11.2023 17:56,A-1,4.63E-06,0.6,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:59,25379_189015_OD_x1y1,x1y1,0.005311,0.6,1.4,2,4,0,1,0,0,0,0,0,0,1,0,72
25379,PTVT-T_321032,L8-BO_321144,CF,1,13,2000,1.548274172,0.325,1.727017168,0.079607528,0.244663188,0.324178724,0.058389057,1.199999999,2.078119028,0.107265234,0.808665337,0.074648042,0.164225692,0.6637506,0.3362494,0.245283019,0.545454545,0.488404415,68.59526917,20.49547528,11.68143541,0.830890997,16.11.2023 17:56,A-2,1.52E-05,1,1.4,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:59,25379_189015_OD_x2y1,x2y1,0.006399664,1,1.4,2,4,0,1,0,0,0,0,0,0,1,0,72
25379,PTVT-T_321032,L8-BO_321144,CF,1,13,2000,1.548839873,0.325,1.729097585,0.08084673,0.255571576,0.338632339,0.058152461,1.199999994,2.077160809,0.105668742,0.875923222,0.075274562,0.165604035,0.671574595,0.328425405,0.245283019,0.545454544,0.504236374,69.90200542,19.93204799,11.59952939,0.832527926,16.11.2023 17:56,B-3,2.79E-06,1.4,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:59,25379_189015_OD_x3y2,x3y2,0.005275231,1.4,0.6,2,4,0,1,0,0,0,0,0,0,1,0,72
25379,PTVT-T_321032,L8-BO_321144,CF,1,13,2000,1.549208907,0.325,1.727853982,0.079788012,0.259186343,0.343421905,0.058444053,1.199999984,2.077304064,0.106904549,0.841947676,0.078264755,0.172182461,0.666057016,0.333942984,0.245283019,0.545454542,0.515604366,69.20661441,20.10536118,11.57862167,0.832141881,16.11.2023 17:56,B-2,9.56E-06,1,0.6,5.45,5.21,3.77,3.2,1.44,PTVT-T_321032,L8-BO_321144,CF,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTVT-T:L8-BO,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,25.10.2023 16:59,25379_189015_OD_x2y2,x2y2,0.005342422,1,0.6,2,4,0,1,0,0,0,0,0,0,1,0,72
25388,PTQ10_321145,ITIC_120057,xylene,0,30,2000,1.786034552,0.2,1.97,0.085,0.270448316,0.324537979,0.065653785,0.939544043,2.220316026,0.093782318,1,0.077827573,0.150950006,0.682536656,0.317463344,0.166666667,0.484414905,0.475487985,58.99711192,15.21630602,9.170203109,1.021501406,08.11.2023 18:07,B-1,9.34E-07,0.6,0.6,5.45,5.34,3.81,3.64,1.53,PTQ10_321145,ITIC_120057,xylene,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTQ10:ITIC,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,26.10.2023 12:27,25388_189235_OD_x1y2,x1y2,0.010962042,0.6,0.6,3,2,0,0,1,0,0,0,1,0,0,0,73
25388,PTQ10_321145,ITIC_120057,xylene,0,30,2000,1.787569571,0.2,1.97,0.075649878,0.271154036,0.325384843,0.063940935,0.914501937,2.222401195,0.09128528,1,0.078428665,0.150151831,0.684247631,0.315752369,0.166666667,0.477670938,0.475536674,57.93271929,15.38411466,9.081451125,1.018963969,08.11.2023 18:07,B-3,2.28E-06,1.4,0.6,5.45,5.34,3.81,3.64,1.53,PTQ10_321145,ITIC_120057,xylene,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTQ10:ITIC,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,26.10.2023 12:27,25388_189235_OD_x3y2,x3y2,0.009891037,1.4,0.6,3,2,0,0,1,0,0,0,1,0,0,0,73
25388,PTQ10_321145,ITIC_120057,xylene,0,30,2000,1.787385223,0.2,1.97,0.076857608,0.269558802,0.323470562,0.064174279,0.933444542,2.221628262,0.092206932,1,0.077310019,0.149474635,0.683949355,0.316050645,0.166666667,0.482788372,0.472945197,57.93797615,15.29648761,9.037858833,1.019789448,08.11.2023 18:07,B-2,7.25E-07,1,0.6,5.45,5.34,3.81,3.64,1.53,PTQ10_321145,ITIC_120057,xylene,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTQ10:ITIC,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,26.10.2023 12:27,25388_189235_OD_x2y2,x2y2,0.009940903,1,0.6,3,2,0,0,1,0,0,0,1,0,0,0,73
25388,PTQ10_321145,ITIC_120057,xylene,0,30,2000,1.786139345,0.2,1.97,0.078333104,0.263737952,0.316485543,0.064552033,0.937924394,2.22193226,0.09232041,1,0.074189954,0.143774522,0.687623297,0.312376703,0.166666667,0.483983997,0.460260064,57.11710728,15.30831769,8.892655017,1.01703939,08.11.2023 18:07,A-3,2.51E-06,1.4,1.4,5.45,5.34,3.81,3.64,1.53,PTQ10_321145,ITIC_120057,xylene,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTQ10:ITIC,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,26.10.2023 12:27,25388_189235_OD_x3y1,x3y1,0.009421787,1.4,1.4,3,2,0,0,1,0,0,0,1,0,0,0,73
25389,PTQ10_321145,ITIC_120057,xylene,0,28,2000,1.786636678,0.2,1.97,0.078092595,0.259203549,0.311044259,0.063923813,0.959881798,2.22098839,0.093174607,1,0.072306037,0.141711285,0.687002651,0.312997349,0.166666667,0.489765147,0.452755545,58.09523635,15.92495669,9.350581633,1.010694363,08.11.2023 18:09,A-1,1.03E-06,0.6,1.4,5.45,5.34,3.81,3.64,1.53,PTQ10_321145,ITIC_120057,xylene,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt_PTQ10:ITIC,Jonas_DonorAcceptor-2bands-NoBG-ZnOCorr-NoInt,26.10.2023 12:33,25389_189240_OD_x1y1,x1y1,0.009121905,0.6,1.4,3,2,0,0,1,0,0,0,1,0,0,0,74
