GPR Method,Donor,Acceptor,RMSE(train),RMSE(test),R2,dR2,R2_Proxy,R2CV_Proxy,RMSE_Proxy,Target Parameter,Used Proxies,Available Proxies,dR2s[1],dR2s[2],dR2s[3],dR2s[4],dR2s[5],dR2s[6],dR2s[7],dR2s_2[1],dR2s_2[2],dR2s_2[3],dR2s_2[4],dR2s_2[5],dR2s_2[6],dR2s_2[7],RMSE[1],RMSE[2],RMSE[3],RMSE[4],RMSE[5],RMSE[6],RMSE[7],MainPath,length_scales_start,length_scale_lims,ShuffleTimes,MainFolderName,HowManyBestPixelsPerSubstrate
PlanToSpectralParameters,D18CL,BTP-4F-12 (Y12),0.00354,0.00342,0.899,0.875,0.902,0.891,0.00345,features_XA_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.801,0.097,0.003,-1,-1,-1,-1,0.0084,0.0046,0.0049,-1,-1,-1,-1,0.00453,0.00342,0.00345,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,BTP-4F-12 (Y12),0.28048,0.25876,0.867,0.861,0.872,0.88,0.2873,JSC_IV,"features_XA_UV, features_A.1a.w_UV, features_XD_UV, features_D.1a.w_UV, features_D.1a.c_UV",features_,0.793,-0.014,0.001,-0.004,0.096,-1,-1,0.0086,0.0036,0.003,0.0007,0,-1,-1,0.3872,0.35483,0.32703,0.30695,0.2873,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,BTP-4F-12 (Y12),0.52783,0.46601,0.994,0.995,0.994,0.998,0.50616,FF_IV,"features_Atot_UV, features_A.1a.c_UV, features_XA_UV, features_D.1a.w_UV",features_,0.977,0.011,0.004,0.002,-1,-1,-1,0.001,0.0008,0.0006,0,-1,-1,-1,1.07308,0.77957,0.55751,0.50616,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,BTP-4F-12 (Y12),0.00103,0.0022,0.991,0.941,0.986,0.992,0.00109,VOC_IV,"features_D.1a.w_UV, features_XD_UV, features_XA_UV, features_A_UV, features_A.1.w_UV",features_,0.885,0.098,-0.001,0.003,0,-1,-1,0.0058,0.0014,0.001,0.0007,0.0002,-1,-1,0.00377,0.00142,0.00129,0.00127,0.00109,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,BTP-4F-12 (Y12),0.21609,0.21496,0.986,0.977,0.987,0.988,0.20594,PCE_IV,"features_Dtot_UV, features_D.1a.c_UV, features_XD_UV",features_,0.968,0.019,0,-1,-1,-1,-1,0.0013,0.0007,0.001,-1,-1,-1,-1,0.30329,0.20045,0.20594,-1,-1,-1,-1,D18CL-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,BTP-4F-12 (Y12),0.16412,0.16978,0.971,0.957,0.974,0.969,0.16161,PCE_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.312,0.258,0.403,-1,-1,-1,-1,0.0395,0.1047,0.0018,-1,-1,-1,-1,0.81131,0.6203,0.16161,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,BTP-4F-12 (Y12),0.66723,0.66529,0.973,0.941,0.974,0.968,0.70181,FF_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.398,0.311,0.265,-1,-1,-1,-1,0.0245,0.0447,0.0015,-1,-1,-1,-1,3.29885,2.17959,0.70181,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,BTP-4F-12 (Y12),0.18598,0.19761,0.941,0.929,0.941,0.905,0.19741,JSC_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.566,0.272,0.103,-1,-1,-1,-1,0.0201,0.0095,0.0045,-1,-1,-1,-1,0.50807,0.28791,0.19741,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PTVT-T,BTP-4F-12 (Y12),0.00223,0.0023,0.98,0.972,0.98,0.967,0.00223,VOC_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.825,0.155,-1,-1,-1,-1,-1,0.0088,0.0013,-1,-1,-1,-1,-1,0.00651,0.00223,-1,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00069,0.00067,0.984,0.985,0.985,0.985,0.00067,features_D.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.952,0.033,-1,-1,-1,-1,-1,0.0033,0.001,-1,-1,-1,-1,-1,0.00121,0.00067,-1,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00014,0.00014,0.996,0.995,0.996,0.996,0.00014,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.964,0.031,0.001,-1,-1,-1,-1,0.0021,0.0001,0.0002,-1,-1,-1,-1,0.00041,0.00015,0.00014,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00032,0.00031,0.959,0.95,0.961,0.958,0.0003,features_D.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.735,0.184,0.042,-1,-1,-1,-1,0.0308,0.0078,0.0022,-1,-1,-1,-1,0.00077,0.00046,0.0003,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.01078,0.01119,0.896,0.873,0.894,0.861,0.01068,features_D.2.a_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.624,0.166,0.104,-1,-1,-1,-1,0.0192,0.0124,0.0073,-1,-1,-1,-1,0.02092,0.016,0.01068,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00146,0.00138,0.994,0.995,0.994,0.996,0.0013,features_A.0.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.721,0.273,-1,-1,-1,-1,-1,0.0115,0.0002,-1,-1,-1,-1,-1,0.00975,0.0013,-1,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00049,0.00053,0.949,0.916,0.995,0.988,0.00015,features_A.1.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.65,0.225,0.12,-1,-1,-1,-1,0.0444,0.0115,0.0002,-1,-1,-1,-1,0.0013,0.00072,0.00015,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00289,0.00297,0.935,0.928,0.934,0.933,0.0029,features_A.1.c_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.934,-1,-1,-1,-1,-1,-1,0.0307,-1,-1,-1,-1,-1,-1,0.0029,-1,-1,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00035,0.00032,0.985,0.989,0.993,0.99,0.00026,features_A.1a.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.863,0.086,0.044,-1,-1,-1,-1,0.0057,0.0078,0.0002,-1,-1,-1,-1,0.00119,0.00069,0.00026,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00065,0.00063,0.994,0.994,0.994,0.994,0.00061,features_A.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.988,0.006,-1,-1,-1,-1,-1,0.0007,0.0003,-1,-1,-1,-1,-1,0.00092,0.00061,-1,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00378,0.00377,0.993,0.993,0.993,0.993,0.00392,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.686,0.304,0.003,-1,-1,-1,-1,0.0174,0.0004,0.0003,-1,-1,-1,-1,0.02485,0.00406,0.00392,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00446,0.00496,0.992,0.989,0.992,0.99,0.00466,features_A_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.661,0.331,0,-1,-1,-1,-1,0.0174,0.0003,0.0007,-1,-1,-1,-1,0.02982,0.00516,0.00466,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00812,0.0085,0.991,0.989,0.991,0.99,0.00839,features_Dtot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.681,0.31,-1,-1,-1,-1,-1,0.0161,0.0006,-1,-1,-1,-1,-1,0.04662,0.00839,-1,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.0073,0.00688,0.991,0.989,0.992,0.992,0.00718,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.66,0.331,0,-1,-1,-1,-1,0.0133,0.0003,0.0003,-1,-1,-1,-1,0.04535,0.00751,0.00718,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.01425,0.0141,0.992,0.992,0.993,0.99,0.01409,features_atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.667,0.324,0.001,-1,-1,-1,-1,0.0125,0.0007,0.0003,-1,-1,-1,-1,0.08961,0.0152,0.01409,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00131,0.00124,0.993,0.993,0.994,0.991,0.00128,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.864,0.083,0.047,-1,-1,-1,-1,0.0066,0.0028,0.0003,-1,-1,-1,-1,0.00544,0.00333,0.00128,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PTVT-T,BTP-4F-12 (Y12),0.00263,0.00284,0.968,0.963,0.985,0.975,0.00207,features_XA_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.873,0.049,0.063,-1,-1,-1,-1,0.0064,0.0096,0.0008,-1,-1,-1,-1,0.00581,0.00448,0.00207,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,BTP-4F-12 (Y12),0.26813,0.27327,0.875,0.864,0.884,0.881,0.25129,JSC_IV,"features_atot_UV, features_A.1a.w_UV, features_XA_UV",features_,0.796,0.074,0.014,-1,-1,-1,-1,0.0091,0.0049,0.0062,-1,-1,-1,-1,0.3329,0.25581,0.25129,-1,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,BTP-4F-12 (Y12),0.48754,1.46153,0.985,0.834,0.981,0.978,0.532,FF_IV,"features_D.1a.c_UV, features_atot_UV, features_A.1a.w_UV, features_A.1.w_UV, features_XD_UV",features_,0.286,0.48,0.16,0.049,0.006,-1,-1,0.0266,0.1409,0.0013,0.0009,0.0002,-1,-1,3.43318,1.93675,1.02805,0.70751,0.532,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,BTP-4F-12 (Y12),0.00265,0.00266,0.972,0.954,0.973,0.97,0.00254,VOC_IV,"features_A.1.c_UV, features_A.1a.w_UV, features_Atot_UV, features_D.1.c_UV",features_,0.943,0.022,0.001,0.007,-1,-1,-1,0.0053,0.0011,0.0013,0.0018,-1,-1,-1,0.00384,0.00312,0.00306,0.00254,-1,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,PTVT-T,BTP-4F-12 (Y12),0.16258,0.18619,0.972,0.941,0.971,0.968,0.1632,PCE_IV,"features_D.1a.c_UV, features_D.1a.w_UV, features_D.1.c_UV, features_A.1a.c_UV, features_atot_UV",features_,0.393,0.165,0.397,0.016,-0.001,-1,-1,0.0234,0.0346,0.0104,0.0014,0.0021,-1,-1,0.77397,0.61703,0.19094,0.15966,0.1632,-1,-1,PTVT-T-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,BTP-4F-12 (Y12),0.14181,0.15103,0.994,0.994,0.994,0.992,0.14729,PCE_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.808,0.185,0.002,-1,-1,-1,-1,0,0.0004,0.0011,-1,-1,-1,-1,0.66619,0.1647,0.14729,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,BTP-4F-12 (Y12),0.44012,0.45247,0.996,0.995,0.997,0.997,0.42876,FF_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.777,0.211,0.009,-1,-1,-1,-1,0.0109,0.0008,0.0008,-1,-1,-1,-1,3.08469,0.81084,0.42876,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,BTP-4F-12 (Y12),0.29777,0.29072,0.891,0.865,0.9,0.886,0.29611,JSC_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.355,0.545,-0.001,-1,-1,-1,-1,0.0924,0.0045,0.0039,-1,-1,-1,-1,0.73772,0.31677,0.29611,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,BTP-4F-12 (Y12),0.00214,0.00211,0.961,0.945,0.99,0.988,0.00117,VOC_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.743,0.247,-1,-1,-1,-1,-1,0.0178,0.0006,-1,-1,-1,-1,-1,0.00561,0.00117,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00112,0.00109,0.807,0.78,0.99,0.991,0.0002,features_D.1.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.887,0.08,0.024,-1,-1,-1,-1,0.0074,0.0053,0.0133,-1,-1,-1,-1,0.00091,0.00046,0.0002,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00031,0.00031,0.865,0.836,0.881,0.795,0.00032,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.565,0.259,0.058,-1,-1,-1,-1,0.0274,0.0068,0.0033,-1,-1,-1,-1,0.00053,0.00035,0.00032,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00042,0.0004,0.935,0.927,0.982,0.983,0.00023,features_D.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.903,0.079,-1,-1,-1,-1,-1,0.0059,0,-1,-1,-1,-1,-1,0.00055,0.00023,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00342,0.00345,0.983,0.982,0.989,0.979,0.00292,features_D.2.a_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.411,0.555,0.024,-1,-1,-1,-1,0.0259,0.0068,0.0039,-1,-1,-1,-1,0.02073,0.00449,0.00292,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00276,0.00265,0.935,0.938,0.935,0.938,0.00277,features_A.0.a_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.935,-1,-1,-1,-1,-1,-1,0.0039,-1,-1,-1,-1,-1,-1,0.00277,-1,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00115,0.00118,0.198,0.079,0.965,0.951,0.00025,features_A.1.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.487,0.277,0.201,-1,-1,-1,-1,0.0179,0.0071,0.0003,-1,-1,-1,-1,0.00096,0.00058,0.00025,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00075,0.00075,0.993,0.992,0.993,0.993,0.00071,features_A.1.c_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.993,-1,-1,-1,-1,-1,-1,0.0004,-1,-1,-1,-1,-1,-1,0.00071,-1,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00081,0.00085,0.408,0.23,0.8,0.884,0.00039,features_A.1a.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.733,0.067,-1,-1,-1,-1,-1,0.0147,0,-1,-1,-1,-1,-1,0.00054,0.00039,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00175,0.0018,0.905,0.898,0.999,0.999,0.00013,features_A.1a.c_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.999,0.001,-1,-1,-1,-1,-1,0.0001,0,-1,-1,-1,-1,-1,0.0002,0.00013,-1,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00319,0.00341,0.998,0.998,0.998,0.998,0.00306,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.865,0.133,0,-1,-1,-1,-1,0.0056,0.0001,0.0001,-1,-1,-1,-1,0.02567,0.00368,0.00306,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00398,0.00398,0.997,0.997,0.998,0.997,0.00387,features_A_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.88,0.115,0.002,-1,-1,-1,-1,0.0004,0.0002,0.0002,-1,-1,-1,-1,0.02982,0.00488,0.00387,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00443,0.00467,0.998,0.997,0.998,0.998,0.00431,features_Dtot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.872,0.126,0.001,-1,-1,-1,-1,0.0073,0.0001,0.0001,-1,-1,-1,-1,0.03877,0.00482,0.00431,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00597,0.00573,0.997,0.997,0.998,0.997,0.00588,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.876,0.12,0.002,-1,-1,-1,-1,0.006,0.0002,0.0002,-1,-1,-1,-1,0.04555,0.00787,0.00588,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00991,0.00879,0.998,0.999,0.998,0.998,0.00943,features_atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.874,0.124,0,-1,-1,-1,-1,0.0071,0.0001,0.0001,-1,-1,-1,-1,0.08234,0.01016,0.00943,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00153,0.00166,0.945,0.942,0.963,0.946,0.00136,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.623,0.321,0.02,-1,-1,-1,-1,0.0199,0.0029,0.0022,-1,-1,-1,-1,0.00438,0.0016,0.00136,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,BTP-4F-12 (Y12),0.00292,0.00297,0.807,0.79,0.801,0.83,0.00291,features_XA_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.637,0.201,-0.037,-1,-1,-1,-1,0.0331,0.0673,0.0071,-1,-1,-1,-1,0.00422,0.00268,0.00291,-1,-1,-1,-1,PM6-BTP-4F-12 (Y12),11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
